molecular weight,molecular formula,strength
406.09,C19H18O10,150747712.0
406.126385,C20H22O9,147085040.0
406.16277,C21H26O8,96645552.0
406.199155,C22H30O7,22661016.0
406.053615,C18H14O11,23776006.0
407.097349,C18H21O4N3S2,3883821.0
408.03288,C17H12O12,53011836.0
408.069265,C18H16O11,168857104.0
408.087891,C19H20O8S1,5464790.0
408.10565,C19H20O10,200701024.0
408.142035,C20H24O9,203396880.0
408.142035,C20H24O9,203396880.0
408.17842,C21H28O8,78132544.0
408.142035,C20H24O9,41989824.0
410.04853,C17H14O12,93802624.0
410.0637850000001,C21H14O9,24124370.0
410.084915,C18H18O11,201606560.0
410.1213,C19H22O10,282072928.0
410.1213,C19H22O10,282072928.0
410.157685,C20H26O9,179661440.0
410.17294,C24H26O6,3977906.0
410.19407,C21H30O8,33002418.0
411.074289,C24H13O6N1,4337830.0
410.1213,C19H22O10,54191956.0
412.010036,C16H12O11S1,3845904.0
412.04305,C20H12O10,34636160.0
412.06418,C17H16O12,120554856.0
412.079435,C21H16O9,32572664.0
412.100565,C18H20O11,242042576.0
412.100565,C18H20O11,242042576.0
412.11582,C22H20O8,18260760.0
412.13695,C19H24O10,264941520.0
412.13695,C19H24O10,264941520.0
412.1733350000001,C20H28O9,83009720.0
412.100565,C18H20O11,44765284.0
412.13695,C19H24O10,52798476.0
414.022315,C19H10O11,29623900.0
414.0587,C20H14O10,58283408.0
414.07983,C17H18O12,135470288.0
414.095085,C21H18O9,43972036.0
414.116215,C18H22O11,218252176.0
414.116215,C18H22O11,218252176.0
414.13147,C22H22O8,27496144.0
414.1526,C19H26O10,124818296.0
414.167855,C23H26O7,16161345.0
414.188985,C20H30O9,20605146.0
414.116215,C18H22O11,40699028.0
416.037965,C19H12O11,61481080.0
416.07435,C20H16O10,86167696.0
416.09548,C17H20O12,103586112.0
416.110735,C21H20O9,62307212.0
416.131865,C18H24O11,105076184.0
416.14712,C22H24O8,42904520.00000001
416.1682500000001,C19H28O10,32640290.0
416.183505,C23H28O7,21119448.0
418.01723,C18H10O12,28403126.0
418.0324850000001,C22H10O9,3963270.0
418.053615,C19H14O11,107069808.0
418.053615,C19H14O11,107069808.0
418.09,C20H18O10,111739936.0
418.11113,C17H22O12,44300884.0
418.126385,C21H22O9,91245112.0
418.147515,C18H26O11,24789410.0
418.16277,C22H26O8,63938300.0
418.199155,C23H30O7,21211072.0
418.053615,C19H14O11,20031424.0
420.03288,C18H12O12,59230468.0
420.069265,C19H16O11,157557904.0
420.069265,C19H16O11,157557904.0
420.10565,C20H20O10,144757712.0
420.120905,C24H20O7,3658654.0
420.142035,C21H24O9,132784992.0
420.17842,C22H28O8,68474952.0
420.069265,C19H16O11,29526802.0
422.04853,C18H14O12,108878600.0
422.084915,C19H18O11,179595568.0
422.103541,C20H22O8S1,4434140.0
422.1213,C20H22O10,198659424.0
422.157685,C21H26O9,157655584.0
422.19407,C22H30O8,45021000.0
424.027795,C17H12O13,23242972.0
424.06418,C18H16O12,129791488.0
424.079435,C22H16O9,18851560.0
424.100565,C19H20O11,187241488.0
424.13695,C20H24O10,214533152.0
424.13695,C20H24O10,214533152.0
424.152205,C24H24O7,5191101.0
424.1733350000001,C21H28O9,93950128.0
424.20972,C22H32O8,14415961.0
424.13695,C20H24O10,48880152.0
426.022315,C20H10O11,19902346.0
426.043445,C17H14O13,43897852.0
426.0587,C21H14O10,37376756.0
426.07983,C18H18O12,164005664.0
426.07983,C18H18O12,164005664.0
426.095085,C22H18O9,26165932.0
426.116215,C19H22O11,255402336.0
426.116215,C19H22O11,255402336.0
426.1526,C20H26O10,195202160.0
426.188985,C21H30O9,42377008.0
426.07983,C18H18O12,29940278.0
427.096209,C14H21O14N1,4722166.0
426.116215,C19H22O11,51634576.0
428.037965,C20H12O11,48440780.0
428.059095,C17H16O13,64182948.0
428.07435,C21H16O10,57417864.0
428.09548,C18H20O12,172280784.0
428.110735,C22H20O9,36824516.0
428.131865,C19H24O11,204197184.0
428.14712,C23H24O8,23965144.0
428.1682500000001,C20H28O10,82281328.0
430.01723,C19H10O12,28903216.0
430.053615,C20H14O11,81202824.0
430.053615,C20H14O11,81202824.0
430.064848,C19H14O10N2,4936493.0
430.074745,C17H18O13,67696656.0
430.09,C21H18O10,76452680.0
430.11113,C18H22O12,121917976.0
430.126385,C22H22O9,52376684.0
430.147515,C19H26O11,82182016.0
430.16277,C23H26O8,35058052.0
430.1839,C20H30O10,18944530.0
430.053615,C20H14O11,16309972.0
431.158019,C22H25O8N1,3714368.0
432.03288,C19H12O12,59004940.0
432.069265,C20H16O11,120720368.0
432.069265,C20H16O11,120720368.0
432.10565,C21H20O10,99787624.0
432.1267800000001,C18H24O12,47268020.0
432.142035,C22H24O9,80116016.0
432.163165,C19H28O11,18844288.0
432.17842,C23H28O8,46793568.0
432.069265,C20H16O11,25473866.0
434.0274000000001,C22H10O10,5004901.0
434.04853,C19H14O12,109752288.0
434.084915,C20H18O11,150965664.0
434.1213,C21H22O10,132907696.0
434.157685,C22H26O9,112296176.0
434.19407,C23H30O8,44060076.0
436.027795,C18H12O13,36177336.0
436.06418,C19H16O12,155526368.0
436.075413,C18H16O11N2,5227149.0
436.082806,C20H20O9S1,6477175.0
436.100565,C20H20O11,171493072.0
436.13695,C21H24O10,182200592.0
436.148183,C20H24O9N2,4158066.0
436.1733350000001,C22H28O9,113644056.0
436.20972,C23H32O8,24974952.0
438.043445,C18H14O13,67915928.0
438.0587,C22H14O10,23583840.0
438.07983,C19H18O12,171941104.0
438.116215,C20H22O11,219791200.0
438.116215,C20H22O11,219791200.0
438.1526,C21H26O10,198887520.0
438.1526,C21H26O10,198887520.0
438.188985,C22H30O9,68364208.0
438.116215,C20H22O11,44054616.0
438.1526,C21H26O10,43390008.0
440.037965,C21H12O11,31451902.0
440.059095,C18H16O13,91529696.0
440.07435,C22H16O10,34954020.0
440.09548,C19H20O12,188652288.0
440.110735,C23H20O9,21818038.0
440.1318649999999,C20H24O11,240361168.0
440.1682500000001,C21H28O10,130116696.0
440.2046350000001,C22H32O9,23254704.0
442.01723,C20H10O12,22049296.0
442.053615,C21H14O11,58988988.0
442.074745,C18H18O13,107909256.0
442.09,C22H18O10,48376612.0
442.11113,C19H22O12,187216928.0
442.126385,C23H22O9,30553182.0
442.147515,C20H26O11,159527056.0
442.16277,C24H26O8,17542926.0
442.1839,C21H30O10,45289156.0
442.260041,C20H42O8S1,4194463.0
444.03288,C20H12O12,51738092.0
444.069265,C21H16O11,85651944.0
444.069265,C21H16O11,85651944.0
444.0838689999999,C17H20O10N2S1,3678718.0
444.090395,C18H20O13,92936216.0
444.10565,C22H20O10,63557076.0
444.1267800000001,C19H24O12,119063424.0
444.142035,C23H24O9,44615912.0
444.163165,C20H28O11,57046932.0
444.17842,C24H28O8,27138332.0
444.069265,C21H16O11,17361720.0
