mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
384.73,3303127,398.072807,398.072884,0.077,0.194,C16 H16 N O11,16,16,1,11,0,17,1.0625,0.6875,35,1,0.194,61527170297,5.36857E-05,360.8341791,-2,0.263157895,9,0.5,0.371607738,398,3.017851313,395,0.160625611,398,0.199436758,398,0.164923442,398
575.82,2667231,398.088121,398.08814,0.019,0.049,C20 H16 N O8,20,16,1,8,0,17,0.85,0.4,43,1,0.049,61527170297,4.33505E-05,360.8341791,5,0.533333333,13,0.1,0.356368773,398,3.002713765,395,0.14537856,398,0.214697609,398,0.180182969,398
571.53,2639073,398.091633,398.091511,-0.122,-0.307,C17 H20 N O8 S,17,20,1,8,1,21,1.235294118,0.470588235,37,2,0.307,61527170297,4.28928E-05,360.8341791,0,0.181818182,8,0,0.353001538,398,2.999368938,395,0.142009537,398,0.21806968,398,0.183554749,398
624.86,4339435,398.109186,398.109269,0.083,0.209,C17 H20 N O10,17,20,1,10,0,21,1.235294118,0.588235294,37,1,0.209,61527170297,7.05288E-05,360.8341791,-2,0.181818182,8,0.117647059,0.335263366,398,2.981748816,395,0.124261954,398,0.235833326,398,0.201316854,398
526.79,3225328,398.12028,398.120503,0.223,0.56,C16 H20 N3 O9,16,20,3,9,0,21,1.3125,0.5625,37,3,0.56,61527170297,5.24212E-05,360.8341791,-1,0.058823529,8,0.375,0.32404191,398,2.970602039,395,0.113034544,398,0.247070897,398,0.212553452,398
539.52,3822323,398.124535,398.124526,-0.01,-0.025,C21 H20 N O7,21,20,1,7,0,21,1,0.333333333,45,1,0.025,61527170297,6.21241E-05,360.8341791,5,0.454545455,12,-0.19047619,0.320023402,398,2.966610275,395,0.109013904,398,0.251095176,398,0.216577382,398
570.1,3638009,398.13581,398.135759,-0.051,-0.128,C20 H20 N3 O6,20,20,3,6,0,21,1.05,0.3,45,3,0.128,61527170297,5.91285E-05,360.8341791,6,0.428571429,12,0,0.308802945,398,2.95546449,395,0.097787493,398,0.262331747,398,0.227812979,398
566.44,4000510,398.145495,398.145655,0.16,0.401,C18 H24 N O9,18,24,1,9,0,25,1.388888889,0.5,39,1,0.401,61527170297,6.50202E-05,360.8341791,-2,0.12,7,-0.222222222,0.298917995,398,2.945645325,395,0.087897298,398,0.272230893,398,0.237711267,398
620.3,4231940,398.156915,398.156888,-0.027,-0.068,C17 H24 N3 O8,17,24,3,8,0,25,1.470588235,0.470588235,39,3,0.068,61527170297,6.87816E-05,360.8341791,-1,0,7,0,0.287697538,398,2.934499541,395,0.076670887,398,0.283467465,398,0.248946865,398
452.56,2710536,398.164144,398.164282,0.138,0.347,C19 H28 N O6 S,19,28,1,6,1,29,1.526315789,0.315789474,41,2,0.347,61527170297,4.40543E-05,360.8341791,0,0.071428571,6,-0.631578947,0.280311794,398,2.92716295,395,0.069281225,398,0.290863815,398,0.256342574,398
612.6,5627665,398.182053,398.18204,-0.012,-0.031,C19 H28 N O8,19,28,1,8,0,29,1.526315789,0.421052632,41,1,0.031,61527170297,9.14663E-05,360.8341791,-2,0.071428571,6,-0.526315789,0.262573623,398,2.909542827,395,0.051533642,398,0.308627461,398,0.27410468,398
191.04,44644116,398.18921,398.189251,0.041,0.103,C13 H28 N5 O9,13,28,5,9,0,29,2.230769231,0.692307692,33,5,0.103,61527170297,0.0007256,360.8341791,-7,-2.142857143,2,0.307692308,0.255370675,398,2.902387815,395,0.044326871,398,0.315840753,398,0.281317347,398
622.62,3179799,398.193568,398.193274,-0.294,-0.738,C18 H28 N3 O7,18,28,3,7,0,29,1.611111111,0.388888889,41,3,0.738,61527170297,5.16812E-05,360.8341791,-1,-0.043478261,6,-0.333333333,0.251352167,398,2.898396051,395,0.040306231,398,0.319865032,398,0.285341277,398
545.46,3845925,398.218516,398.218426,-0.09,-0.225,C20 H32 N O7,20,32,1,7,0,33,1.65,0.35,43,1,0.225,61527170297,6.25078E-05,360.8341791,-2,0.032258065,5,-0.8,0.226228252,398,2.873439337,395,0.015168986,398,0.345025028,398,0.310499093,398
493.86,3564350,398.265898,398.266045,0.147,0.369,C20 H36 N3 O5,20,36,3,5,0,37,1.85,0.25,45,3,0.369,61527170297,5.79313E-05,360.8341791,-1,-0.103448276,4,-0.9,0.178662424,398,2.826190063,395,0.032422081,398,0.392659167,398,0.358129103,398
-1000,2858827,398.291261,398.291197,-0.064,-0.16,C22 H40 N O5,22,40,1,5,0,41,1.863636364,0.227272727,47,1,0.16,61527170297,4.64645E-05,360.8341791,-2,-0.027027027,3,-1.272727273,0.153538509,398,2.801233349,395,0.057559327,398,0.417819163,398,0.383286918,398
-1000,5234883,398.999308,398.999385,0.077,0.193,C18 H7 O11,18,7,0,11,0,8,0.444444444,0.611111111,38,0,0.193,61527170297,8.50825E-05,360.8341791,4,0.76,15,0.777777778,0.446141278,399,3.098543894,396,0.234668096,399,0.126232306,399,0.09163866,399
171.71,4866262,399.035807,399.03577,-0.037,-0.092,C19 H11 O10,19,11,0,10,0,12,0.631578947,0.526315789,40,0,0.092,61527170297,7.90913E-05,360.8341791,4,0.642857143,14,0.421052632,0.409796906,399,3.062441396,396,0.19830444,399,0.162628873,399,0.128032073,399
601.39,3218654,399.051121,399.051026,-0.095,-0.237,C23 H11 O7,23,11,0,7,0,12,0.52173913,0.304347826,48,0,0.237,61527170297,5.23127E-05,360.8341791,11,0.743589744,18,0.086956522,0.394557941,399,3.047303847,396,0.183057389,399,0.177889723,399,0.1432916,399
492.43,5613793,399.05685,399.056899,0.049,0.124,C16 H15 O12,16,15,0,12,0,16,1,0.75,34,0,0.124,61527170297,9.12409E-05,360.8341791,-3,0.3,9,0.5,0.388691498,399,3.041476447,396,0.177187834,399,0.18376459,399,0.149165958,399
306.61,8272105,399.07219,399.072156,-0.035,-0.087,C20 H15 O9,20,15,0,9,0,16,0.8,0.45,42,0,0.087,61527170297,0.000134446,360.8341791,4,0.548387097,13,0.1,0.373451535,399,3.026337906,396,0.161939784,399,0.199026441,399,0.164426486,399
648.18,2853098,399.073783,399.073493,-0.29,-0.727,C21 H11 N4 O5,21,11,4,5,0,12,0.571428571,0.238095238,48,4,0.727,61527170297,4.63714E-05,360.8341791,13,0.793103448,18,0.476190476,0.372116027,399,3.025011287,396,0.160603568,399,0.200363866,399,0.165763795,399
474.96,3125483,399.075384,399.075527,0.143,0.358,C17 H19 O9 S,17,19,0,9,1,20,1.176470588,0.529411765,36,1,0.358,61527170297,5.07984E-05,360.8341791,-1,0.217391304,8,0,0.370084299,399,3.022993079,396,0.158570761,399,0.202398512,399,0.167798265,399
270.52,13936884,399.093243,399.093285,0.042,0.105,C17 H19 O11,17,19,0,11,0,20,1.176470588,0.647058824,36,0,0.105,61527170297,0.000226516,360.8341791,-3,0.217391304,8,0.117647059,0.352346127,399,3.005372957,396,0.140823178,399,0.220162158,399,0.185560371,399
604.22,3280124,399.108765,399.108541,-0.224,-0.561,C21 H19 O8,21,19,0,8,0,20,0.952380952,0.380952381,44,0,0.561,61527170297,5.33118E-05,360.8341791,4,0.470588235,12,-0.19047619,0.337107162,399,2.990235408,396,0.125576127,399,0.235423008,399,0.200819899,399
502.17,4071678,399.111978,399.111912,-0.065,-0.163,C18 H23 O8 S,18,23,0,8,1,24,1.333333333,0.444444444,38,1,0.163,61527170297,6.61769E-05,360.8341791,-1,0.153846154,7,-0.333333333,0.333739926,399,2.986890581,396,0.122207105,399,0.23879508,399,0.204191678,399
210.16,14547207,399.129696,399.129671,-0.025,-0.064,C18 H23 O10,18,23,0,10,0,24,1.333333333,0.555555556,38,0,0.064,61527170297,0.000236435,360.8341791,-3,0.153846154,7,-0.222222222,0.316000756,399,2.969269466,396,0.104458522,399,0.256559725,399,0.221954784,399
17.16,111819024,399.148314,399.148298,-0.016,-0.04,C19 H27 O7 S,19,27,0,7,1,28,1.473684211,0.368421053,40,1,0.04,61527170297,0.001817393,360.8341791,-1,0.103448276,6,-0.631578947,0.297394555,399,2.950787091,396,0.085842449,399,0.275192647,399,0.240586091,399
426.04,13121819,399.167763,399.167393,-0.37,-0.926,C20 H23 N4 O5,20,23,4,5,0,24,1.2,0.25,46,4,0.926,61527170297,0.000213269,360.8341791,6,0.333333333,11,-0.1,0.278320877,399,2.931840349,396,0.06675865,399,0.294293718,399,0.259685506,399
30.87,107919648,399.169264,399.169427,0.164,0.41,C16 H31 O9 S,16,31,0,9,1,32,2,0.5625,34,1,0.41,61527170297,0.001754016,360.8341791,-8,-0.428571429,1,-0.75,0.276289148,399,2.929822142,396,0.064725843,399,0.296328364,399,0.261719976,399
158.09,57440544,399.178962,399.17881,-0.151,-0.379,C27 H27 O S,27,27,0,1,1,28,1.037037037,0.037037037,56,1,0.379,61527170297,0.00093358,360.8341791,13,0.490196078,14,-0.888888889,0.266916625,399,2.920511994,396,0.055348347,399,0.305714347,399,0.271105146,399
491.86,8839460,399.184692,399.184683,-0.009,-0.022,C20 H31 O6 S,20,31,0,6,1,32,1.6,0.3,42,1,0.022,61527170297,0.000143668,360.8341791,-1,0.0625,5,-0.9,0.261050183,399,2.914684593,396,0.049478792,399,0.311589214,399,0.276979504,399
579.44,3455270,399.188437,399.188523,0.085,0.214,C17 H27 N4 O7,17,27,4,7,0,28,1.647058824,0.411764706,40,4,0.214,61527170297,5.61584E-05,360.8341791,-1,-0.157894737,6,-0.117647059,0.257214471,399,2.910874408,396,0.045641045,399,0.315430435,399,0.280820391,399
483.13,14350633,399.192583,399.192546,-0.037,-0.093,C22 H27 N2 O5,22,27,2,5,0,28,1.272727273,0.227272727,48,2,0.093,61527170297,0.000233241,360.8341791,5,0.314285714,10,-0.545454545,0.253195963,399,2.906882643,396,0.041620404,399,0.319454714,399,0.284844322,399
566.74,18077998,399.202486,399.202442,-0.045,-0.112,C20 H31 O8,20,31,0,8,0,32,1.6,0.4,42,0,0.112,61527170297,0.000293821,360.8341791,-3,0.0625,5,-0.8,0.243311013,399,2.897063478,396,0.031730209,399,0.32935386,399,0.29474261,399
615.11,5259574,399.217735,399.217698,-0.037,-0.093,C24 H31 O5,24,31,0,5,0,32,1.333333333,0.208333333,50,0,0.093,61527170297,8.54838E-05,360.8341791,4,0.302325581,9,-0.916666667,0.228072048,399,2.88192593,396,0.016483159,399,0.34461471,399,0.310002137,399
65.41,21059906,399.238834,399.238827,-0.007,-0.018,C21 H35 O7,21,35,0,7,0,36,1.714285714,0.333333333,44,0,0.018,61527170297,0.000342286,360.8341791,-3,0.028571429,4,-1.047619048,0.206966641,399,2.86096098,396,0.004633447,399,0.365750428,399,0.331136022,399
-1000,9677140,399.275218,399.275213,-0.006,-0.014,C22 H39 O6,22,39,0,6,0,40,1.818181818,0.272727273,46,0,0.014,61527170297,0.000157282,360.8341791,-3,0,3,-1.272727273,0.17062127,399,2.82485749,396,0.040998103,399,0.402147995,399,0.367530435,399
476.62,2787669,399.276738,399.27655,-0.188,-0.472,C23 H35 N4 O2,23,35,4,2,0,36,1.565217391,0.086956522,52,4,0.472,61527170297,4.53079E-05,360.8341791,6,0.166666667,8,-0.869565217,0.169285763,399,2.823530871,396,0.042334319,399,0.40348542,399,0.368867744,399
-1000,3417448,399.311547,399.311598,0.051,0.128,C23 H43 O5,23,43,0,5,0,44,1.913043478,0.217391304,48,0,0.128,61527170297,5.55437E-05,360.8341791,-3,-0.024390244,2,-1.47826087,0.134276898,399,2.788754992,396,0.07736176,399,0.438544562,399,0.403923848,399
-1000,2703739,399.347722,399.347984,0.261,0.654,C24 H47 O4,24,47,0,4,0,48,2,0.166666667,50,0,0.654,61527170297,4.39438E-05,360.8341791,-3,-0.045454545,1,-1.666666667,0.097931527,399,2.752651502,396,0.113726416,399,0.47494213,399,0.440318261,399
526.48,2683627,400.046277,400.046275,-0.002,-0.005,C22 H10 N O7,22,10,1,7,0,11,0.5,0.318181818,47,1,0.005,61527170297,4.36169E-05,360.8341791,11,0.771428571,18,0.272727273,0.400420245,400,3.059782204,397,0.188392202,400,0.173455126,400,0.138770714,400
493.37,3143415,400.067403,400.067405,0.001,0.004,C19 H14 N O9,19,14,1,9,0,15,0.789473684,0.473684211,41,1,0.004,61527170297,5.10899E-05,360.8341791,4,0.555555556,13,0.315789474,0.379313838,400,3.038816263,397,0.167274597,400,0.194591844,400,0.1599056,400
581.8,2712322,400.089751,400.089871,0.12,0.301,C17 H14 N5 O7,17,14,5,7,0,15,0.882352941,0.411764706,41,5,0.301,61527170297,4.40833E-05,360.8341791,6,0.529411765,13,0.823529412,0.356872924,400,3.016524694,397,0.144821775,400,0.217064986,400,0.182376794,400
469.04,4782858,400.103758,400.10379,0.032,0.08,C20 H18 N O8,20,18,1,8,0,19,0.95,0.4,43,1,0.08,61527170297,7.77357E-05,360.8341791,4,0.466666667,12,0,0.342969466,400,3.002713765,397,0.13091094,400,0.230988411,400,0.196299013,400
515.65,4350731,400.106966,400.107161,0.195,0.488,C17 H22 N O8 S,17,22,1,8,1,23,1.352941176,0.470588235,37,2,0.488,61527170297,7.07124E-05,360.8341791,-1,0.090909091,7,-0.117647059,0.33960223,400,2.999368938,397,0.127541918,400,0.234360483,400,0.199670792,400
504.69,4254491,400.135978,400.136153,0.175,0.438,C16 H22 N3 O9,16,22,3,9,0,23,1.4375,0.5625,37,3,0.438,61527170297,6.91482E-05,360.8341791,-2,-0.058823529,7,0.25,0.310642603,400,2.970602039,397,0.098566924,400,0.2633617,400,0.228669495,400
649.54,2946845,400.140017,400.140176,0.158,0.396,C21 H22 N O7,21,22,1,7,0,23,1.095238095,0.333333333,45,1,0.396,61527170297,4.7895E-05,360.8341791,4,0.393939394,11,-0.285714286,0.306624095,400,2.966610275,397,0.094546284,400,0.267385979,400,0.232693426,400
581.25,5196588,400.16845,400.168516,0.065,0.163,C12 H26 N5 O10,12,26,5,10,0,27,2.25,0.833333333,31,5,0.163,61527170297,8.44601E-05,360.8341791,-8,-4,2,0.666666667,0.27831574,400,2.938490313,397,0.066222909,400,0.295734988,400,0.261039978,400
599.46,2858825,400.224063,400.22418,0.117,0.292,C22 H30 N3 O4,22,30,3,4,0,31,1.409090909,0.181818182,49,3,0.292,61527170297,4.64644E-05,360.8341791,5,0.235294118,9,-0.636363636,0.222713895,400,2.883258502,397,0.010591561,400,0.351416685,400,0.316716848,400
498.42,4375375,400.234193,400.234076,-0.117,-0.293,C20 H34 N O7,20,34,1,7,0,35,1.75,0.35,43,1,0.293,61527170297,7.11129E-05,360.8341791,-3,-0.032258065,4,-0.9,0.212828945,400,2.873439337,397,0.000701366,400,0.361315831,400,0.326615136,400
-1000,4092769,400.270431,400.270462,0.03,0.076,C21 H38 N O6,21,38,1,6,0,39,1.857142857,0.285714286,45,1,0.076,61527170297,6.65197E-05,360.8341791,-3,-0.058823529,3,-1.142857143,0.176483574,400,2.837335847,397,0.03566329,400,0.397713398,400,0.363009549,400
-1000,2661594,400.98616,400.98586,-0.3,-0.748,C11 H5 N4 O13,11,5,4,13,0,6,0.545454545,1.181818182,28,4,0.748,61527170297,4.32588E-05,360.8341791,-2,1,11,2.909090909,0.461884394,401,3.127492372,398,0.249358363,401,0.113338833,401,0.078572958,401
413.93,4068585,401.015044,401.015035,-0.009,-0.023,C18 H9 O11,18,9,0,11,0,10,0.555555556,0.611111111,38,0,0.023,61527170297,6.61266E-05,360.8341791,3,0.68,14,0.666666667,0.432741971,401,3.098543894,398,0.220200477,401,0.142523108,401,0.107754704,401
164.42,10558705,401.030397,401.030291,-0.106,-0.264,C22 H9 O8,22,9,0,8,0,10,0.454545455,0.363636364,46,0,0.264,61527170297,0.00017161,360.8341791,10,0.777777778,18,0.272727273,0.417503006,401,3.083406345,398,0.204953426,401,0.157783958,401,0.123014231,401
120.55,6634748,401.051424,401.05142,-0.004,-0.01,C19 H13 O10,19,13,0,10,0,14,0.736842105,0.526315789,40,0,0.01,61527170297,0.000107834,360.8341791,3,0.571428571,13,0.315789474,0.396397598,401,3.062441396,398,0.18383682,401,0.178919675,401,0.144148117,401
697,7650567,401.072377,401.07255,0.172,0.429,C16 H17 O12,16,17,0,12,0,18,1.125,0.75,34,0,0.429,61527170297,0.000124345,360.8341791,-4,0.2,8,0.375,0.375291192,401,3.041475455,398,0.162719215,401,0.200056393,401,0.165283002,401
629.11,4128008,401.073918,401.073887,-0.031,-0.077,C17 H13 N4 O8,17,13,4,8,0,14,0.823529412,0.470588235,40,4,0.077,61527170297,6.70924E-05,360.8341791,5,0.555555556,13,0.823529412,0.373955685,401,3.040148835,398,0.161382999,401,0.201393818,401,0.166620311,401
493.59,2764044,401.081074,401.081281,0.207,0.515,C19 H17 N2 O6 S,19,17,2,6,1,18,0.947368421,0.315789474,42,3,0.515,61527170297,4.4924E-05,360.8341791,6,0.461538462,12,0.105263158,0.366569941,401,3.032812244,398,0.153993337,401,0.208790169,401,0.174016021,401
515.15,5195023,401.087803,401.087806,0.003,0.007,C20 H17 O9,20,17,0,9,0,18,0.9,0.45,42,0,0.007,61527170297,8.44346E-05,360.8341791,3,0.483870968,12,0,0.360052227,401,3.026337906,398,0.147472164,401,0.215317243,401,0.18054253,401
497.16,7220497,401.090993,401.091177,0.184,0.458,C17 H21 O9 S,17,21,0,9,1,22,1.294117647,0.529411765,36,1,0.458,61527170297,0.000117355,360.8341791,-2,0.130434783,7,-0.117647059,0.356684991,401,3.022993079,398,0.144103142,401,0.218689315,401,0.183914309,401
641.84,3256597,401.098841,401.099039,0.198,0.495,C19 H17 N2 O8,19,17,2,8,0,18,0.947368421,0.421052632,42,2,0.495,61527170297,5.29294E-05,360.8341791,4,0.461538462,12,0.210526316,0.34883177,401,3.015192122,398,0.136245754,401,0.226553814,401,0.191778127,401
439.37,9952538,401.108885,401.108935,0.05,0.126,C17 H21 O11,17,21,0,11,0,22,1.294117647,0.647058824,36,0,0.126,61527170297,0.000161758,360.8341791,-4,0.130434783,7,0,0.33894682,401,3.005372957,398,0.126355559,401,0.23645296,401,0.201676415,401
480.54,5448994,401.124259,401.124191,-0.068,-0.17,C21 H21 O8,21,21,0,8,0,22,1.047619048,0.380952381,44,0,0.17,61527170297,8.85624E-05,360.8341791,3,0.411764706,11,-0.285714286,0.323707855,401,2.990235408,398,0.111108508,401,0.25171381,401,0.216935942,401
493.1,5393700,401.127508,401.127563,0.054,0.136,C18 H25 O8 S,18,25,0,8,1,26,1.444444444,0.444444444,38,1,0.136,61527170297,8.76637E-05,360.8341791,-2,0.076923077,6,-0.444444444,0.32033962,401,2.986889589,398,0.107738486,401,0.255086882,401,0.220308722,401
439.79,6987054,401.145284,401.145321,0.037,0.091,C18 H25 O10,18,25,0,10,0,26,1.444444444,0.555555556,38,0,0.091,61527170297,0.00011356,360.8341791,-4,0.076923077,6,-0.333333333,0.302601449,401,2.969269466,398,0.089990903,401,0.272850528,401,0.238070828,401
297.45,9616687,401.148475,401.148692,0.217,0.54,C15 H29 O10 S,15,29,0,10,1,30,2,0.666666667,32,1,0.54,61527170297,0.0001563,360.8341791,-9,-0.555555556,1,-0.533333333,0.299234213,401,2.96592464,398,0.08662188,401,0.276222599,401,0.241442607,401
549.75,4826422,401.160687,401.160577,-0.111,-0.276,C22 H25 O7,22,25,0,7,0,26,1.181818182,0.318181818,46,0,0.276,61527170297,7.84438E-05,360.8341791,3,0.351351351,10,-0.545454545,0.287362484,401,2.954131918,398,0.074743852,401,0.288111378,401,0.253330355,401
196.23,30219576,401.16631,401.16645,0.14,0.35,C15 H29 O12,15,29,0,12,0,30,2,0.8,32,0,0.35,61527170297,0.000491158,360.8341791,-11,-0.555555556,1,-0.4,0.281496042,401,2.948304517,398,0.068874297,401,0.293986245,401,0.259204713,401
601.52,7480641,401.181798,401.181706,-0.092,-0.228,C19 H29 O9,19,29,0,9,0,30,1.578947368,0.473684211,40,0,0.228,61527170297,0.000121583,360.8341791,-4,0.034482759,5,-0.631578947,0.266257077,401,2.933166968,398,0.053627246,401,0.309247095,401,0.27446424,401
587.73,3814728,401.196942,401.196962,0.02,0.05,C23 H29 O6,23,29,0,6,0,30,1.304347826,0.260869565,48,0,0.05,61527170297,6.20007E-05,360.8341791,3,0.3,9,-0.782608696,0.251018112,401,2.91802942,398,0.038380195,401,0.324507945,401,0.289723768,401
607.66,5887306,401.20032,401.200334,0.013,0.033,C20 H33 O6 S,20,33,0,6,1,34,1.7,0.3,42,1,0.033,61527170297,9.56863E-05,360.8341791,-2,0,4,-1,0.247649877,401,2.914683601,398,0.035010173,401,0.327881017,401,0.293096547,401
590.3,4545869,401.204323,401.204173,-0.15,-0.374,C17 H29 N4 O7,17,29,4,7,0,30,1.764705882,0.411764706,40,4,0.374,61527170297,7.38839E-05,360.8341791,-2,-0.263157895,5,-0.235294118,0.243815164,401,2.910874408,398,0.031173425,401,0.331721238,401,0.296936435,401
119.76,18890068,401.218091,401.218092,0,0.001,C20 H33 O8,20,33,0,8,0,34,1.7,0.4,42,0,0.001,61527170297,0.00030702,360.8341791,-4,0,4,-0.9,0.229911706,401,2.897063478,398,0.01726259,401,0.345644663,401,0.310858653,401
14.5,15703399,401.254519,401.254477,-0.042,-0.105,C21 H37 O7,21,37,0,7,0,38,1.80952381,0.333333333,44,0,0.105,61527170297,0.000255227,360.8341791,-4,-0.028571429,3,-1.142857143,0.193567334,401,2.86096098,398,0.019101067,401,0.38204123,401,0.347252066,401
226.71,5127931,402.025544,402.02554,-0.004,-0.01,C21 H8 N O8,21,8,1,8,0,9,0.428571429,0.380952381,45,1,0.01,61527170297,8.33442E-05,360.8341791,10,0.8125,18,0.476190476,0.423365309,402,3.095884702,399,0.210288239,402,0.153349361,402,0.118493345,402
428.86,2976522,402.05527,402.055401,0.13,0.324,C21 H12 N3 O4 S,21,12,3,4,1,13,0.619047619,0.19047619,47,4,0.324,61527170297,4.83774E-05,360.8341791,13,0.733333333,17,0.285714286,0.393537653,402,3.06625555,399,0.180444756,402,0.183219855,402,0.14836125,402
669.29,4816665,402.082698,402.083055,0.356,0.886,C19 H16 N O9,19,16,1,9,0,17,0.894736842,0.473684211,41,1,0.886,61527170297,7.82852E-05,360.8341791,3,0.481481481,12,0.210526316,0.365914531,402,3.038816263,399,0.152806977,402,0.210882646,402,0.176021644,402
628.11,6872857,402.084131,402.084392,0.261,0.648,C20 H12 N5 O5,20,12,5,5,0,13,0.65,0.25,47,5,0.648,61527170297,0.000111704,360.8341791,12,0.76,17,0.6,0.364579024,402,3.037489644,399,0.151470762,402,0.212220071,402,0.177358953,402
502.08,2890522,402.086019,402.086426,0.407,1.012,C16 H20 N O9 S,16,20,1,9,1,21,1.3125,0.5625,35,2,1.012,61527170297,4.69796E-05,360.8341791,-2,0.052631579,7,0.125,0.362547295,402,3.035471436,399,0.149437955,402,0.214254718,402,0.179393423,402
560.47,4586284,402.119364,402.11944,0.076,0.188,C20 H20 N O8,20,20,1,8,0,21,1.05,0.4,43,1,0.188,61527170297,7.45408E-05,360.8341791,3,0.4,11,-0.1,0.329570159,402,3.002713765,399,0.116443321,402,0.247279213,402,0.212415056,402
590.25,2991405,402.122722,402.122811,0.09,0.223,C17 H24 N O8 S,17,24,1,8,1,25,1.470588235,0.470588235,37,2,0.223,61527170297,4.86193E-05,360.8341791,-2,0,6,-0.235294118,0.326202923,402,2.999368938,399,0.113074298,402,0.250651285,402,0.215786836,402
543.46,3485489,402.130618,402.130674,0.056,0.138,C19 H20 N3 O7,19,20,3,7,0,21,1.105263158,0.368421053,43,3,0.138,61527170297,5.66496E-05,360.8341791,4,0.36,11,0.105263158,0.318348703,402,2.991566988,399,0.105215911,402,0.258516785,402,0.223651654,402
478.01,4109117,402.151978,402.151803,-0.175,-0.436,C16 H24 N3 O9,16,24,3,9,0,25,1.5625,0.5625,37,3,0.436,61527170297,6.67854E-05,360.8341791,-3,-0.176470588,6,0.125,0.297243296,402,2.970602039,399,0.084099305,402,0.279652502,402,0.244785539,402
594.15,2757439,402.155919,402.155826,-0.094,-0.233,C21 H24 N O7,21,24,1,7,0,25,1.19047619,0.333333333,45,1,0.233,61527170297,4.48166E-05,360.8341791,3,0.333333333,10,-0.380952381,0.293224788,402,2.966610275,399,0.080078665,402,0.283676781,402,0.248809469,402
741.27,3044170,402.176941,402.176955,0.014,0.035,C18 H28 N O9,18,28,1,9,0,29,1.611111111,0.5,39,1,0.035,61527170297,4.94768E-05,360.8341791,-4,-0.04,5,-0.444444444,0.272119381,402,2.945645325,399,0.058962059,402,0.304812498,402,0.269943354,402
517.25,8560490,402.239877,402.23983,-0.047,-0.117,C22 H32 N3 O4,22,32,3,4,0,33,1.5,0.181818182,49,3,0.117,61527170297,0.000139133,360.8341791,4,0.176470588,8,-0.727272727,0.209314588,402,2.883258502,399,0.003876058,402,0.367707487,402,0.332832892,402
441.24,3150704,402.249617,402.249726,0.109,0.272,C20 H36 N O7,20,36,1,7,0,37,1.85,0.35,43,1,0.272,61527170297,5.12083E-05,360.8341791,-4,-0.096774194,3,-1,0.199429638,402,2.873439337,399,0.013766253,402,0.377606633,402,0.34273118,402
290.57,7141628,403.009554,403.009555,0.002,0.004,C21 H7 O9,21,7,0,9,0,8,0.380952381,0.428571429,44,0,0.004,61527170297,0.000116073,360.8341791,9,0.818181818,18,0.476190476,0.440449069,403,3.119509836,400,0.226850462,403,0.137677193,403,0.102735862,403
-1000,3500295,403.030868,403.030685,-0.184,-0.456,C18 H11 O11,18,11,0,11,0,12,0.666666667,0.611111111,38,0,0.456,61527170297,5.68902E-05,360.8341791,2,0.6,13,0.555555556,0.419342663,403,3.098543894,400,0.205732857,403,0.158813911,403,0.123870747,403
292.47,4839695,403.045929,403.045941,0.012,0.029,C22 H11 O8,22,11,0,8,0,12,0.545454545,0.363636364,46,0,0.029,61527170297,7.86595E-05,360.8341791,9,0.722222222,17,0.181818182,0.404103698,403,3.083406345,400,0.190485807,403,0.174074761,403,0.139130275,403
658.33,4383002,403.067382,403.06707,-0.312,-0.773,C19 H15 O10,19,15,0,10,0,16,0.842105263,0.526315789,40,0,0.773,61527170297,7.12369E-05,360.8341791,2,0.5,12,0.210526316,0.382998291,403,3.062441396,400,0.169369201,403,0.195210478,403,0.16026416,403
118.82,422068512,403.076822,403.076453,-0.369,-0.916,C30 H11 O2,30,11,0,2,0,12,0.4,0.066666667,62,0,0.916,61527170297,0.006859872,360.8341791,23,0.827586207,25,-0.266666667,0.373625768,403,3.053131248,400,0.159991705,403,0.204596461,403,0.16964933,403
371.09,6791461,403.08804,403.0882,0.159,0.395,C16 H19 O12,16,19,0,12,0,20,1.25,0.75,34,0,0.395,61527170297,0.000110381,360.8341791,-5,0.1,7,0.25,0.361891885,403,3.041475455,400,0.148251596,403,0.216347195,403,0.181399046,403
303.03,8323373,403.103534,403.103456,-0.078,-0.194,C20 H19 O9,20,19,0,9,0,20,1,0.45,42,0,0.194,61527170297,0.00013528,360.8341791,2,0.419354839,11,-0.1,0.34665292,403,3.026337906,400,0.133004545,403,0.231608045,403,0.196658573,403
455.17,7026991,403.106705,403.106827,0.122,0.303,C17 H23 O9 S,17,23,0,9,1,24,1.411764706,0.529411765,36,1,0.303,61527170297,0.00011421,360.8341791,-3,0.043478261,6,-0.235294118,0.343285684,403,3.022993079,400,0.129635522,403,0.234980117,403,0.200030352,403
541.6,4946227,403.114784,403.114689,-0.095,-0.235,C19 H19 N2 O8,19,19,2,8,0,20,1.052631579,0.421052632,42,2,0.235,61527170297,8.03909E-05,360.8341791,3,0.384615385,11,0.105263158,0.335432463,403,3.015192122,400,0.121778134,403,0.242844617,403,0.20789417,403
