mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
394,13742544,487.055298,487.055185,-0.112,-0.231,C16H13NO11,19,19,0,13,1,20,1.052631579,0.684210526,40,1,0.231,74423097888,9.44E-05,417.4783194,-3,0.217391304,10,0.421052632,0.488665171,487,3.72643068,483,0.230521641,487,0.210026437,487,0.167798265,487
565.51,6088485,487.088215,487.0882,-0.015,-0.031,C20H31N2O4P,23,19,0,12,0,20,0.869565217,0.52173913,48,0,0.031,74423097888,0.000552647,417.4783194,2,0.470588235,14,0.173913043,0.455687036,487,3.693672016,483,0.197526008,487,0.243051932,487,0.200820899,487
493.67,7294755,487.091177,487.091571,0.394,0.809,C21H30O7,20,23,0,12,1,24,1.2,0.6,42,1,0.809,74423097888,8.58E-05,417.4783194,-3,0.153846154,9,0.1,0.4523198,487,3.69032719,483,0.194156985,487,0.246424004,487,0.204192678,487
446.9,7005974,487.109342,487.109329,-0.013,-0.026,C17H30O10,20,23,0,14,0,24,1.2,0.7,42,0,0.026,74423097888,0.000477357,417.4783194,-5,0.153846154,9,0.2,0.434581628,487,3.672707067,483,0.176409402,487,0.26418765,487,0.221954784,487
480.29,4562704,487.111682,487.112187,0.505,1.038,C17H31O8P,30,19,2,3,1,20,0.666666667,0.1,64,3,1.038,74423097888,6.49E-05,417.4783194,19,0.68627451,22,-0.2,0.43172682,487,3.669871257,483,0.173553078,487,0.267046558,487,0.224813445,487
514.7,11214585,487.124591,487.124585,-0.006,-0.011,C16H26O11,24,23,0,11,0,24,1,0.458333333,50,0,0.011,74423097888,0.001147924,417.4783194,2,0.405405405,13,-0.083333333,0.419342663,487,3.657569519,483,0.161162351,487,0.2794485,487,0.237214312,487
472.28,9506516,487.145704,487.145715,0.011,0.022,C17H18N2O9,21,27,0,13,0,28,1.333333333,0.619047619,44,0,0.022,74423097888,0.000997343,417.4783194,-5,0.103448276,8,-0.095238095,0.398236257,487,3.636603577,483,0.140044746,487,0.300585217,487,0.258349197,487
493.47,9674422,487.1609,487.160971,0.071,0.145,C16H14N2O10,25,27,0,10,0,28,1.12,0.4,52,0,0.145,74423097888,0.000275262,417.4783194,2,0.35,12,-0.32,0.382997292,487,3.621466028,483,0.124797695,487,0.315846067,487,0.273608724,487
451.98,4694991,487.182075,487.1821,0.025,0.052,C19H23NO8,22,31,0,12,0,32,1.454545455,0.545454545,46,0,0.052,74423097888,0.000163813,417.4783194,-5,0.0625,7,-0.363636364,0.361891885,487,3.600501079,483,0.103681089,487,0.336981785,487,0.29474261,487
599.48,11246513,488.125765,488.125707,-0.058,-0.118,C18H19NO9,16,26,1,16,0,27,1.6875,1,35,1,0.118,74423097888,6.09E-05,417.4783194,-12,-0.714285714,4,0.5,0.419338525,488,3.664220475,484,0.160627609,488,0.28088877,488,0.238567783,488
-1000,17505172,489.022209,489.022704,0.495,1.011,C17H15NO10,32,9,0,4,1,10,0.3125,0.125,66,1,1.011,74423097888,3.47E-05,417.4783194,24,0.862068966,28,0,0.52334312,488,3.774187979,485,0.264156788,489,0.178170937,489,0.13577218,489
598.05,4280510,489.067404,489.067464,0.06,0.123,C17H28O10,22,17,0,13,0,18,0.818181818,0.590909091,46,0,0.123,74423097888,0.000151106,417.4783194,1,0.483870968,14,0.363636364,0.478633099,489,3.729775507,485,0.219423044,489,0.222945167,489,0.18054253,489
544.66,4927671,489.103839,489.10385,0.011,0.023,C17H29O8P,23,21,0,12,0,22,0.956521739,0.52173913,48,0,0.023,74423097888,0.001263728,417.4783194,1,0.411764706,13,0.086956522,0.442287728,489,3.693672016,485,0.183058388,489,0.259342735,489,0.216936942,489
643.96,5589152,489.125023,489.124979,-0.043,-0.089,C16H24O11,20,25,0,14,0,26,1.3,0.7,42,0,0.089,74423097888,0.000437517,417.4783194,-6,0.076923077,8,0.1,0.421182321,489,3.672707067,485,0.161941783,489,0.280478452,489,0.238070828,489
333.65,4919448,489.140251,489.140235,-0.016,-0.033,C18H20N2O8,24,25,0,11,0,26,1.083333333,0.458333333,50,0,0.033,74423097888,0.001454375,417.4783194,1,0.351351351,12,-0.166666667,0.405943356,489,3.657569519,485,0.146694732,489,0.295739302,489,0.253330355,489
537.38,8644739,489.161364,489.161365,0.001,0.002,C15H20O12,21,29,0,13,0,30,1.428571429,0.619047619,44,0,0.002,74423097888,0.000402294,417.4783194,-6,0.034482759,7,-0.19047619,0.38483695,489,3.636603577,485,0.125577127,489,0.31687602,489,0.274465241,489
298.95,5392501,489.17661,489.176621,0.01,0.021,C17H17N2O7P,25,29,0,10,0,30,1.2,0.4,52,0,0.021,74423097888,0.000157161,417.4783194,1,0.3,11,-0.4,0.369597985,489,3.621466028,485,0.110330076,489,0.33213687,489,0.289724768,489
-1000,4588919,489.198106,489.19775,-0.356,-0.728,C19H21NO8,22,33,0,12,0,34,1.545454545,0.545454545,46,0,0.728,74423097888,3.44E-05,417.4783194,-6,0,6,-0.454545455,0.348492578,489,3.600501079,485,0.08921347,489,0.353272587,489,0.310858653,489
553.26,11461978,491.050298,491.050238,-0.059,-0.121,C18H17NO9,39,7,0,1,0,8,0.205128205,0.025641026,80,0,0.121,74423097888,3.71E-05,417.4783194,35,0.922077922,36,-0.153846154,0.498073083,491,3.762396249,487,0.23781214,491,0.206349518,491,0.163774972,491
572.77,5479764,491.083122,491.083114,-0.008,-0.016,C19H14N5O3P,22,19,0,13,0,20,0.909090909,0.590909091,46,0,0.016,74423097888,0.000475169,417.4783194,0,0.419354839,13,0.272727273,0.465233792,491,3.729775507,487,0.204955425,491,0.23923597,491,0.196658573,491
488.17,14165308,491.086336,491.086486,0.15,0.305,C17H13NO10,19,23,0,13,1,24,1.263157895,0.684210526,40,1,0.305,74423097888,9.94E-05,417.4783194,-5,0.043478261,8,0.210526316,0.461865557,491,3.726429688,487,0.201585403,491,0.242609042,491,0.200031353,491
490.1,5851810,491.119496,491.1195,0.004,0.007,C19H34O8,23,23,0,12,0,24,1.043478261,0.52173913,48,0,0.007,74423097888,0.002444601,417.4783194,0,0.352941176,12,0,0.428888421,491,3.693672016,487,0.168590769,491,0.275633537,491,0.233052986,491
601.37,7819892,491.140691,491.140629,-0.062,-0.126,C21H26O7,20,27,0,14,0,28,1.4,0.7,42,0,0.126,74423097888,0.000262397,417.4783194,-7,0,7,0,0.407783014,491,3.672707067,487,0.147474163,491,0.296769254,491,0.254186871,491
31.59,9814631,491.155876,491.155885,0.009,0.019,C17H26O10,24,27,0,11,0,28,1.166666667,0.458333333,50,0,0.019,74423097888,0.001108311,417.4783194,0,0.297297297,11,-0.25,0.392544049,491,3.657569519,487,0.132227112,491,0.312030105,491,0.269446399,491
595.03,4020833,491.177102,491.177015,-0.087,-0.178,C17H27O8P,21,31,0,13,0,32,1.523809524,0.619047619,44,0,0.178,74423097888,8.43E-05,417.4783194,-7,-0.034482759,6,-0.285714286,0.371437643,491,3.636603577,487,0.111109507,491,0.333166822,491,0.290581284,491
-1000,21303882,491.192177,491.192271,0.094,0.19,C16H22O11,25,31,0,10,0,32,1.28,0.4,52,0,0.19,74423097888,7.11E-05,417.4783194,0,0.25,10,-0.48,0.356198678,491,3.621466028,487,0.095862456,491,0.348427672,491,0.305840812,491
261.91,3763772,492.157289,492.157007,-0.281,-0.572,C18H19N2O6P,16,30,1,16,0,31,1.9375,1,35,1,0.572,74423097888,4.55E-05,417.4783194,-14,-1,2,0.25,0.392539911,492,3.664220475,488,0.131692371,492,0.313470375,492,0.270799871,492
-1000,30396974,492.967823,492.967827,0.004,0.007,C15H18O12,14,9,2,16,1,10,0.714285714,1.142857143,32,3,0.007,74423097888,3.56E-05,417.4783194,-5,0,11,2.142857143,0.58262528,492,3.85969588,489,0.321347998,493,0.124548145,493,0.081807342,493
579.75,6480421,493.062306,493.062379,0.073,0.147,C17H14N2O9,21,17,0,14,0,18,0.857142857,0.666666667,44,0,0.147,74423097888,6.88E-05,417.4783194,-1,0.428571429,13,0.476190476,0.488178857,493,3.765878005,489,0.226851462,493,0.219130205,493,0.176381204,493
581.54,15650650,493.065625,493.065888,0.264,0.535,C16H27N3O8,39,9,0,1,0,10,0.256410256,0.025641026,80,0,0.535,74423097888,7.97E-05,417.4783194,34,0.896103896,35,-0.205128205,0.484673775,493,3.762396249,489,0.22334452,493,0.22264032,493,0.179891015,493
534.23,4814627,493.098775,493.098764,-0.011,-0.022,C19H19NO8,22,21,0,13,0,22,1,0.590909091,46,0,0.022,74423097888,0.001148825,417.4783194,-1,0.35483871,12,0.181818182,0.451834485,493,3.729775507,489,0.190487805,493,0.255526772,493,0.212774617,493
7.59,8904424,493.135138,493.13515,0.012,0.024,C17H11NO10,23,25,0,12,0,26,1.130434783,0.52173913,48,0,0.024,74423097888,0.002824142,417.4783194,-1,0.294117647,11,-0.086956522,0.415489114,493,3.693672016,489,0.154123149,493,0.29192434,493,0.24916903,493
624.72,15969378,493.15624,493.156279,0.04,0.08,C17H32N4O6,20,29,0,14,0,30,1.5,0.7,42,0,0.08,74423097888,0.000102165,417.4783194,-8,-0.076923077,6,-0.1,0.394383707,493,3.672707067,489,0.133006544,493,0.313060057,493,0.270302915,493
121.6,8817744,493.171536,493.171535,0,0,C19H32O8,24,29,0,11,0,30,1.25,0.458333333,50,0,0,74423097888,0.000505997,417.4783194,-1,0.243243243,10,-0.333333333,0.379144742,493,3.657569519,489,0.117759493,493,0.328320907,493,0.285562442,493
585.27,4789282,495.078102,495.078029,-0.073,-0.148,C21H24O7,21,19,0,14,0,20,0.952380952,0.666666667,44,0,0.148,74423097888,0.000165216,417.4783194,-2,0.357142857,12,0.380952381,0.47477955,495,3.765878005,491,0.212383842,495,0.235421007,495,0.192497247,495
698.26,11307274,495.093359,495.093285,-0.074,-0.149,C16H25N3O8,25,19,0,11,0,20,0.8,0.44,52,0,0.149,74423097888,0.000101484,417.4783194,5,0.538461538,16,0.08,0.459540585,495,3.750740456,491,0.197136792,495,0.250681857,495,0.207756775,495
441.33,9283783,495.114422,495.114414,-0.007,-0.015,C15H17NO11,22,23,0,13,0,24,1.090909091,0.590909091,46,0,0.015,74423097888,0.002021934,417.4783194,-2,0.290322581,11,0.090909091,0.438435178,495,3.729775507,491,0.176020186,495,0.271817575,495,0.22889066,495
22.57,7661750,495.150774,495.1508,0.026,0.053,C18H13NO9,23,27,0,12,0,28,1.217391304,0.52173913,48,0,0.053,74423097888,0.001991994,417.4783194,-2,0.235294118,10,-0.173913043,0.402089807,495,3.693672016,491,0.13965553,495,0.308215142,495,0.265285073,495
47.28,7585330,495.187145,495.187185,0.041,0.082,C18H34N4O5,24,31,0,11,0,32,1.333333333,0.458333333,50,0,0.082,74423097888,0.000153769,417.4783194,-2,0.189189189,9,-0.416666667,0.365745435,495,3.657569519,491,0.103291873,495,0.344611709,495,0.301678486,495
554.54,8193568,497.093747,497.093679,-0.068,-0.136,C20H34O7,21,21,0,14,0,22,1.047619048,0.666666667,44,0,0.136,74423097888,0.000452735,417.4783194,-3,0.285714286,11,0.285714286,0.461380243,497,3.765878005,493,0.197916223,497,0.25171181,497,0.208613291,497
619.39,9905684,497.108992,497.108935,-0.057,-0.115,C17H30N4O6,25,21,0,11,0,22,0.88,0.44,52,0,0.115,74423097888,0.000271554,417.4783194,4,0.487179487,15,0,0.446141278,497,3.750740456,493,0.182669172,497,0.26697266,497,0.223872818,497
292.75,11761155,497.130068,497.130064,-0.004,-0.007,C19H30O8,22,25,0,13,0,26,1.181818182,0.590909091,46,0,0.007,74423097888,0.00235128,417.4783194,-3,0.225806452,10,0,0.425035871,497,3.729775507,493,0.161552567,497,0.288108377,497,0.245006704,497
609.6,7622136,497.145292,497.145321,0.028,0.057,C16H26N4O7,26,25,0,10,0,26,1,0.384615385,54,0,0.057,74423097888,0.00014519,417.4783194,4,0.428571429,14,-0.230769231,0.409795907,497,3.714636966,493,0.146304516,497,0.303370227,497,0.260267231,497
157.9,8635880,497.16643,497.16645,0.02,0.039,C17H27N2O6P,23,29,0,12,0,30,1.304347826,0.52173913,48,0,0.039,74423097888,0.000845036,417.4783194,-3,0.176470588,9,-0.260869565,0.3886905,497,3.693672016,493,0.125187911,497,0.324505945,497,0.281401117,497
408.76,6546103,499.055187,499.055185,-0.002,-0.003,C17H23NO9,20,19,0,13,1,20,1,0.65,42,1,0.003,74423097888,5.13E-05,417.4783194,-2,0.28,11,0.4,0.502064478,498,3.819601617,495,0.237560843,499,0.213841399,499,0.170572816,499
583.99,11485821,499.088211,499.0882,-0.011,-0.023,C15H15NO11,24,19,0,12,0,20,0.833333333,0.5,50,0,0.023,74423097888,0.000271781,417.4783194,3,0.5,15,0.166666667,0.469086343,499,3.786842954,495,0.204565209,499,0.246866895,499,0.203595449,499
439.09,8335321,499.109326,499.109329,0.003,0.006,C20H32O7,21,23,0,14,0,24,1.142857143,0.666666667,44,0,0.006,74423097888,0.000756104,417.4783194,-4,0.214285714,10,0.19047619,0.447980936,499,3.765878005,495,0.183448604,499,0.268002612,499,0.224729335,499
614.03,11829139,499.124564,499.124585,0.021,0.041,C14H24O12,25,23,0,11,0,24,0.96,0.44,52,0,0.041,74423097888,0.000550047,417.4783194,3,0.435897436,14,-0.08,0.432741971,499,3.750740456,495,0.168201553,499,0.283263462,499,0.239988862,499
281.74,4423563,499.145724,499.145715,-0.009,-0.019,C16H20N2O9,22,27,0,13,0,28,1.272727273,0.590909091,46,0,0.019,74423097888,0.001600146,417.4783194,-4,0.161290323,9,-0.090909091,0.411635565,499,3.729774514,495,0.147083948,499,0.30440018,499,0.261123747,499
574.49,6530926,499.160974,499.160971,-0.004,-0.008,C15H16N2O10,26,27,0,10,0,28,1.076923077,0.384615385,54,0,0.008,74423097888,0.000159121,417.4783194,3,0.380952381,13,-0.307692308,0.3963966,499,3.714636966,495,0.131836897,499,0.31966103,499,0.276383275,499
200.66,6833268,499.182103,499.1821,-0.003,-0.006,C17H21NO9,23,31,0,12,0,32,1.391304348,0.52173913,48,0,0.006,74423097888,0.000282679,417.4783194,-4,0.117647059,8,-0.347826087,0.375291192,499,3.693672016,495,0.110720291,499,0.340796747,499,0.29751716,499
591.06,15117399,501.067467,501.067464,-0.003,-0.006,C16H17NO10,23,17,0,13,0,18,0.782608696,0.565217391,48,0,0.006,74423097888,0.000120822,417.4783194,2,0.515151515,15,0.347826087,0.492032407,501,3.822946444,497,0.226462246,501,0.22676013,501,0.18331708,501
446.91,8754234,501.070864,501.070835,-0.028,-0.056,C15H13NO11,20,21,0,13,1,22,1.1,0.65,42,1,0.056,74423097888,9.28E-05,417.4783194,-3,0.2,10,0.3,0.488665171,501,3.819601617,497,0.223093223,501,0.230132201,501,0.186688859,501
675.43,4350372,501.088706,501.088594,-0.112,-0.224,C17H35O7P,20,21,0,15,0,22,1.1,0.75,42,0,0.224,74423097888,7.61E-05,417.4783194,-5,0.2,10,0.4,0.470926001,501,3.801980503,497,0.205344641,501,0.247896847,501,0.204451965,501
490.73,6052209,501.103872,501.10385,-0.022,-0.044,C15H26O11,24,21,0,12,0,22,0.916666667,0.5,50,0,0.044,74423097888,0.000731014,417.4783194,2,0.444444444,14,0.083333333,0.455687036,501,3.786842954,497,0.19009759,501,0.263157697,501,0.219711493,501
520.22,8526163,501.124974,501.124979,0.005,0.011,C14H22O12,21,25,0,14,0,26,1.238095238,0.666666667,44,0,0.011,74423097888,0.000731895,417.4783194,-5,0.142857143,9,0.095238095,0.434581628,501,3.765878005,497,0.168980984,501,0.284293415,501,0.240845378,501
523.41,8366412,501.140211,501.140235,0.024,0.049,C16H18N2O9,25,25,0,11,0,26,1.04,0.44,52,0,0.049,74423097888,0.000792655,417.4783194,2,0.384615385,13,-0.16,0.419342663,501,3.750740456,497,0.153733933,501,0.299554265,501,0.256104906,501
467.93,7713071,501.161354,501.161365,0.01,0.02,C15H14N2O10,22,29,0,13,0,30,1.363636364,0.590909091,46,0,0.02,74423097888,0.000686324,417.4783194,-5,0.096774194,8,-0.181818182,0.398236257,501,3.729774514,497,0.132616328,501,0.320690982,501,0.277239791,501
505.41,3282518,501.176494,501.176621,0.127,0.254,C18H23NO8,26,29,0,10,0,30,1.153846154,0.384615385,54,0,0.254,74423097888,0.00011653,417.4783194,2,0.333333333,12,-0.384615385,0.382997292,501,3.714636966,497,0.117369277,501,0.335951832,501,0.292499318,501
446.61,10966585,501.197536,501.19775,0.214,0.427,C17H19NO9,23,33,0,12,0,34,1.47826087,0.52173913,48,0,0.427,74423097888,6.07E-05,417.4783194,-5,0.058823529,7,-0.434782609,0.361891885,501,3.693672016,497,0.096252672,501,0.357087549,501,0.313633204,501
540.47,17929756,503.049915,503.050238,0.323,0.643,C16H15NO10,40,7,0,1,0,8,0.2,0.025,82,0,0.643,74423097888,3.54E-05,417.4783194,36,0.924050633,37,-0.15,0.51147239,502,3.855567187,499,0.244851341,503,0.21016448,503,0.166549522,503
520.67,4676461,503.083129,503.083114,-0.015,-0.029,C17H33O7P,23,19,0,13,0,20,0.869565217,0.565217391,48,0,0.029,74423097888,0.000323859,417.4783194,1,0.454545455,14,0.260869565,0.478633099,503,3.822946444,499,0.211994626,503,0.243050932,503,0.199433124,503
483.45,4889396,503.086591,503.086486,-0.105,-0.209,C15H25O9P,20,23,0,13,1,24,1.2,0.65,42,1,0.209,74423097888,9.53E-05,417.4783194,-4,0.12,9,0.2,0.475264865,503,3.819600625,499,0.208624605,503,0.246424004,503,0.202805903,503
456.21,5284658,503.119483,503.1195,0.017,0.033,C17H20N2O8,24,23,0,12,0,24,1,0.5,50,0,0.033,74423097888,0.001473356,417.4783194,1,0.388888889,13,0,0.442287728,503,3.786842954,499,0.175629971,503,0.2794485,503,0.235827536,503
558.71,5368620,503.140641,503.140629,-0.012,-0.023,C17H21N2O6P,21,27,0,14,0,28,1.333333333,0.666666667,44,0,0.023,74423097888,0.000593649,417.4783194,-6,0.071428571,8,0,0.421182321,503,3.765878005,499,0.154513365,503,0.300584217,503,0.256961422,503
296.78,11965205,503.1559,503.155885,-0.015,-0.029,C16H16N2O9,25,27,0,11,0,28,1.12,0.44,52,0,0.029,74423097888,0.000747092,417.4783194,1,0.333333333,12,-0.24,0.405943356,503,3.750740456,499,0.139266314,503,0.315845067,503,0.272220949,503
523.92,5582884,503.176983,503.177015,0.032,0.063,C18H21NO8,22,31,0,13,0,32,1.454545455,0.590909091,46,0,0.063,74423097888,0.000195569,417.4783194,-6,0.032258065,7,-0.272727273,0.38483695,503,3.729774514,499,0.118148709,503,0.336981785,503,0.293355835,503
312.43,15699975,503.192206,503.192271,0.065,0.129,C17H17NO9,26,31,0,10,0,32,1.230769231,0.384615385,54,0,0.129,74423097888,6.01E-05,417.4783194,1,0.285714286,11,-0.461538462,0.369597985,503,3.714636966,499,0.102901658,503,0.352242635,503,0.308615362,503
534.89,12152162,504.131974,504.131855,-0.119,-0.235,C18H34O8,15,26,3,16,0,27,1.8,1.066666667,35,3,0.235,74423097888,3.58E-05,417.4783194,-12,-1.75,4,0.933333333,0.431063133,504,3.782348126,500,0.163868818,504,0.292125341,504,0.248416606,504
598.19,5592362,505.062394,505.062379,-0.015,-0.03,C16H26O10,22,17,0,14,0,18,0.818181818,0.636363636,46,0,0.03,74423097888,5.85E-05,417.4783194,0,0.466666667,14,0.454545455,0.501578164,504,3.859048942,501,0.233890664,505,0.222945167,505,0.179155754,505
599.75,3759395,505.065526,505.065888,0.363,0.718,C16H27O8P,40,9,0,1,0,10,0.25,0.025,82,0,0.718,74423097888,6.77E-05,417.4783194,35,0.898734177,36,-0.2,0.498073083,505,3.855567187,501,0.230383722,505,0.226455283,505,0.182665566,505
488.62,4131099,505.098733,505.098764,0.031,0.061,C18H23N2O5P,23,21,0,13,0,22,0.956521739,0.565217391,48,0,0.061,74423097888,0.000871041,417.4783194,0,0.393939394,13,0.173913043,0.465233792,505,3.822946444,501,0.197527007,505,0.259341735,505,0.215549167,505
496.13,5752077,505.101363,505.101623,0.259,0.514,C15H22O11,33,17,2,2,1,18,0.545454545,0.060606061,70,3,0.514,74423097888,9.79E-05,417.4783194,24,0.75862069,26,-0.181818182,0.462377985,505,3.820109642,501,0.194669684,505,0.262201643,505,0.218408828,505
375.64,8252677,505.135171,505.13515,-0.021,-0.042,C17H18N2O8,24,25,0,12,0,26,1.083333333,0.5,50,0,0.042,74423097888,0.002136444,417.4783194,0,0.333333333,12,-0.083333333,0.428888421,505,3.786842954,501,0.161162351,505,0.295739302,505,0.25194358,505
601.56,5246203,505.15628,505.156279,0,-0.001,C22H20O2P2,21,29,0,14,0,30,1.428571429,0.666666667,44,0,0.001,74423097888,0.000235588,417.4783194,-7,0,7,-0.095238095,0.407783014,505,3.765878005,501,0.140045745,505,0.316875019,505,0.273077465,505
136.87,6921457,505.171547,505.171535,-0.012,-0.023,C14H18O12,25,29,0,11,0,30,1.2,0.44,52,0,0.023,74423097888,0.000469274,417.4783194,0,0.282051282,11,-0.32,0.392544049,505,3.750740456,501,0.124798695,505,0.332135869,505,0.288336993,505
587.44,5977315,505.19259,505.192665,0.075,0.149,C16H15N2O7P,22,33,0,13,0,34,1.545454545,0.590909091,46,0,0.149,74423097888,3.95E-05,417.4783194,-7,-0.032258065,6,-0.363636364,0.371437643,505,3.729774514,501,0.103681089,505,0.353272587,505,0.309471878,505
558.57,5827069,506.123497,506.123874,0.377,0.746,C18H19NO8,22,24,3,9,1,25,1.136363636,0.409090909,49,4,0.746,74423097888,4.03E-05,417.4783194,3,0.259259259,12,0.181818182,0.441268439,506,3.805795649,502,0.173018337,506,0.284777631,506,0.240896185,506
512.61,13990368,507.077898,507.078029,0.131,0.258,C17H15NO9,22,19,0,14,0,20,0.909090909,0.636363636,46,0,0.258,74423097888,0.00016878,417.4783194,-1,0.4,13,0.363636364,0.488178857,507,3.859048942,503,0.219423044,507,0.23923597,507,0.195271798,507
640.81,11499972,507.081363,507.081539,0.176,0.346,C16H11NO10,40,11,0,1,0,12,0.3,0.025,82,0,0.346,74423097888,8.18E-05,417.4783194,34,0.873417722,35,-0.25,0.484672777,507,3.855566195,503,0.215915103,507,0.242747086,507,0.198782609,507
454.42,12367652,507.114425,507.114414,-0.011,-0.021,C17H28O9,23,23,0,13,0,24,1.043478261,0.565217391,48,0,0.021,74423097888,0.001701442,417.4783194,-1,0.333333333,12,0.086956522,0.451834485,507,3.822946444,503,0.183059388,507,0.275632537,507,0.231665211,507
642.8,11556615,507.129518,507.129671,0.152,0.3,C16H24O10,27,23,0,10,0,24,0.888888889,0.37037037,56,0,0.3,74423097888,5.01E-05,417.4783194,6,0.5,16,-0.148148148,0.436594521,507,3.807807903,503,0.167811337,507,0.290894387,507,0.246925738,507
232,3583233,507.150808,507.1508,-0.008,-0.015,C16H25O8P,24,27,0,12,0,28,1.166666667,0.5,50,0,0.015,74423097888,0.001865231,417.4783194,-1,0.277777778,11,-0.166666667,0.415489114,507,3.786842954,503,0.146694732,507,0.312030105,507,0.268059624,507
624.77,3664634,507.171801,507.171929,0.128,0.253,C18H21N2O5P,21,31,0,14,0,32,1.523809524,0.666666667,44,0,0.253,74423097888,5.93E-05,417.4783194,-8,-0.071428571,6,-0.19047619,0.394383707,507,3.765878005,503,0.125578126,507,0.333165822,507,0.289193509,507
154.75,24291052,507.187171,507.187185,0.015,0.029,C15H20O11,25,31,0,11,0,32,1.28,0.44,52,0,0.029,74423097888,0.000151994,417.4783194,-1,0.230769231,10,-0.4,0.379144742,507,3.750740456,503,0.110331075,507,0.348426672,507,0.304453036,507
-1000,7073508,509.06061,509.060803,0.193,0.38,C17H16N2O8,39,9,0,2,0,10,0.256410256,0.051282051,80,0,0.38,74423097888,3.99E-05,417.4783194,33,0.894736842,35,-0.153846154,0.50761884,508,3.891669685,505,0.23781214,509,0.22264032,509,0.17850424,509
500.08,6502110,509.093659,509.093679,0.02,0.04,C17H17N2O6P,22,21,0,14,0,22,1,0.636363636,46,0,0.04,74423097888,0.000414251,417.4783194,-2,0.333333333,12,0.272727273,0.47477955,509,3.859048942,505,0.204955425,509,0.255526772,509,0.211387841,509
619.87,17721038,509.109037,509.108935,-0.102,-0.2,C14H16O12,26,21,0,11,0,22,0.846153846,0.423076923,54,0,0.2,74423097888,9.88E-05,417.4783194,5,0.512195122,16,0,0.459540585,509,3.843911393,505,0.189708374,509,0.270787622,509,0.226647369,509
389.59,11502614,509.130058,509.130064,0.006,0.012,C15H25N3O8,23,25,0,13,0,26,1.130434783,0.565217391,48,0,0.012,74423097888,0.002411202,417.4783194,-2,0.272727273,11,0,0.438435178,509,3.822946444,505,0.168591768,509,0.291923339,509,0.247781254,509
153.62,6552545,509.166434,509.16645,0.015,0.03,C18H17NO8,24,29,0,12,0,30,1.25,0.5,50,0,0.03,74423097888,0.001029121,417.4783194,-2,0.222222222,10,-0.25,0.402089807,509,3.786842954,505,0.132227112,509,0.328320907,509,0.284175667,509
-1000,11875269,509.202727,509.202835,0.109,0.213,C17H13NO9,25,33,0,11,0,34,1.36,0.44,52,0,0.213,74423097888,5.31E-05,417.4783194,-2,0.179487179,9,-0.48,0.365745435,509,3.750740456,505,0.095863456,509,0.364717474,509,0.32056908,509
412.69,7321926,511.088163,511.0882,0.037,0.072,C19H34O7,25,19,0,12,0,20,0.8,0.48,52,0,0.072,74423097888,0.000134782,417.4783194,4,0.526315789,16,0.16,0.48248565,511,3.880013891,507,0.211604411,511,0.250681857,511,0.20637,511
494.41,9118011,511.109335,511.109329,-0.006,-0.012,C16H30N4O6,22,23,0,14,0,24,1.090909091,0.636363636,46,0,0.012,74423097888,0.000873704,417.4783194,-3,0.266666667,11,0.181818182,0.461380243,511,3.859048942,507,0.190487805,511,0.271817575,511,0.227503885,511
521.97,3049754,511.124558,511.124585,0.027,0.054,C21H26O6,26,23,0,11,0,24,0.923076923,0.423076923,54,0,0.054,74423097888,0.0002519,417.4783194,4,0.463414634,15,-0.076923077,0.446141278,511,3.843911393,507,0.175240755,511,0.287078425,511,0.242763412,511
16.78,3726536,511.145692,511.145715,0.023,0.044,C17H15N2O6P,23,27,0,13,0,28,1.217391304,0.565217391,48,0,0.044,74423097888,0.002165525,417.4783194,-3,0.212121212,10,-0.086956522,0.425034872,511,3.822945452,507,0.154123149,511,0.308215142,511,0.263898298,511
682.68,7474723,511.161095,511.160971,-0.125,-0.244,C16H27N3O7,27,27,0,10,0,28,1.037037037,0.37037037,56,0,0.244,74423097888,9.55E-05,417.4783194,4,0.409090909,14,-0.296296296,0.409795907,511,3.807807903,507,0.138876099,511,0.323475992,511,0.279157825,511
118.07,8826375,511.182117,511.1821,-0.017,-0.034,C15H23N3O8,24,31,0,12,0,32,1.333333333,0.5,50,0,0.034,74423097888,0.000380796,417.4783194,-3,0.166666667,9,-0.333333333,0.3886905,511,3.786842954,507,0.117759493,511,0.344611709,511,0.300291711,511
574.11,6313443,511.184703,511.184958,0.255,0.499,C15H19NO10,34,27,2,1,1,28,0.823529412,0.029411765,72,3,0.499,74423097888,3.78E-05,417.4783194,21,0.606557377,22,-0.529411765,0.385835691,511,3.784007144,507,0.114903169,511,0.347470618,511,0.303150371,511
600,8017363,513.067526,513.067464,-0.062,-0.121,C18H15NO8,24,17,0,13,0,18,0.75,0.541666667,50,0,0.121,74423097888,7.38E-05,417.4783194,3,0.542857143,16,0.333333333,0.505431714,512,3.916117381,509,0.233501448,513,0.230575092,513,0.18609163,513
