mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
455.31,5649863,513.070861,513.070835,-0.026,-0.05,C14H15NO11,21,21,0,13,1,22,1.047619048,0.619047619,44,1,0.05,74423097888,8.13E-05,417.4783194,-2,0.259259259,11,0.285714286,0.502064478,512,3.912772555,509,0.230132425,513,0.233947164,513,0.18946341,513
501.18,6294361,513.088638,513.088594,-0.044,-0.086,C20H36O6,21,21,0,15,0,22,1.047619048,0.714285714,44,0,0.086,74423097888,0.000113104,417.4783194,-4,0.259259259,11,0.380952381,0.484325308,513,3.89515144,509,0.212383842,513,0.25171181,513,0.207226516,513
93.08,5741373,513.103845,513.10385,0.005,0.009,C19H32O7,25,21,0,12,0,22,0.88,0.48,52,0,0.009,74423097888,0.000398194,417.4783194,3,0.473684211,15,0.08,0.469086343,513,3.880013891,509,0.197136792,513,0.26697266,513,0.222486043,513
401.71,5600051,513.124991,513.124979,-0.012,-0.024,C16H28N4O6,22,25,0,14,0,26,1.181818182,0.636363636,46,0,0.024,74423097888,0.001225506,417.4783194,-4,0.2,10,0.090909091,0.447980936,513,3.859048942,509,0.176020186,513,0.288108377,513,0.243619929,513
588.41,5319460,513.127558,513.127837,0.279,0.544,C17H29N2O5P,32,21,2,3,1,22,0.6875,0.09375,68,3,0.544,74423097888,0.000105399,417.4783194,20,0.672727273,23,-0.25,0.445126127,513,3.856213132,509,0.173163862,513,0.290967286,513,0.246478589,513
571.06,10840097,513.140232,513.140235,0.003,0.006,C16H25N3O7,26,25,0,11,0,26,1,0.423076923,54,0,0.006,74423097888,0.000448168,417.4783194,3,0.414634146,14,-0.153846154,0.432741971,513,3.843911393,509,0.160773135,513,0.303369227,513,0.258879456,513
10.69,5679102,513.161334,513.161365,0.031,0.06,C16H21NO9,23,29,0,13,0,30,1.304347826,0.565217391,48,0,0.06,74423097888,0.001133044,417.4783194,-4,0.151515152,9,-0.173913043,0.411635565,513,3.822945452,509,0.13965553,513,0.324505945,513,0.280014341,513
553.68,11331554,513.176667,513.176621,-0.046,-0.091,C15H17NO10,27,29,0,10,0,30,1.111111111,0.37037037,56,0,0.091,74423097888,7.53E-05,417.4783194,3,0.363636364,13,-0.37037037,0.3963966,513,3.807807903,509,0.124408479,513,0.339766795,513,0.295273869,513
-1000,4756831,513.197782,513.19775,-0.032,-0.062,C20H34O6,24,33,0,12,0,34,1.416666667,0.5,50,0,0.062,74423097888,0.000111674,417.4783194,-4,0.111111111,8,-0.416666667,0.375291192,513,3.786842954,509,0.103291873,513,0.360902512,513,0.316407754,513
398.56,8570179,515.050274,515.0501,-0.174,-0.337,C19H30O7,20,19,0,14,1,20,1,0.7,42,1,0.337,74423097888,3.78E-05,417.4783194,-3,0.25,11,0.5,0.525009543,514,3.948875053,511,0.252028462,515,0.213841399,515,0.169186041,515
579.59,6128889,515.083074,515.083114,0.04,0.078,C15H18N2O9,24,19,0,13,0,20,0.833333333,0.541666667,50,0,0.078,74423097888,0.000244099,417.4783194,2,0.485714286,15,0.25,0.492032407,515,3.916117381,511,0.219033828,515,0.246865895,515,0.202207674,515
499.6,10171577,515.086485,515.086486,0.001,0.001,C14H10O12,21,23,0,13,1,24,1.142857143,0.619047619,44,1,0.001,74423097888,0.000101389,417.4783194,-3,0.185185185,10,0.19047619,0.488664172,515,3.912771563,511,0.215663806,515,0.250238967,515,0.205580454,515
373.18,4511271,515.104213,515.104244,0.031,0.06,C17H23NO8,21,23,0,15,0,24,1.142857143,0.714285714,44,0,0.06,74423097888,0.000243108,417.4783194,-5,0.185185185,10,0.285714286,0.470926001,515,3.89515144,511,0.197916223,515,0.268002612,515,0.223342559,515
113.4,10273292,515.119483,515.1195,0.017,0.032,C16H19NO9,25,23,0,12,0,24,0.96,0.48,52,0,0.032,74423097888,0.000967941,417.4783194,2,0.421052632,14,0,0.455687036,515,3.880013891,511,0.182669172,515,0.283263462,515,0.238602087,515
178.64,13443568,515.140612,515.140629,0.017,0.033,C15H15NO10,22,27,0,14,0,28,1.272727273,0.636363636,46,0,0.033,74423097888,0.001052918,417.4783194,-5,0.133333333,9,0,0.434581628,515,3.859048942,511,0.161552567,515,0.304399179,515,0.259735972,515
490.21,4112244,515.155901,515.155885,-0.016,-0.031,C20H32O6,26,27,0,11,0,28,1.076923077,0.423076923,54,0,0.031,74423097888,0.000537995,417.4783194,2,0.365853659,13,-0.230769231,0.419342663,515,3.843911393,511,0.146305516,515,0.319660029,515,0.2749955,515
99.95,12013401,515.17704,515.177015,-0.025,-0.049,C19H28O7,23,31,0,13,0,32,1.391304348,0.565217391,48,0,0.049,74423097888,0.000417134,417.4783194,-5,0.090909091,8,-0.260869565,0.398236257,515,3.822945452,511,0.125187911,515,0.340796747,515,0.296130385,515
501.7,17944392,515.179756,515.179873,0.117,0.227,C15H29O8P,33,27,2,2,1,28,0.848484848,0.060606061,70,3,0.227,74423097888,4.81E-05,417.4783194,19,0.586206897,21,-0.484848485,0.395381449,515,3.820109642,511,0.122331587,515,0.343655656,515,0.298989046,515
-1000,8369936,517.062208,517.062379,0.171,0.331,C15H16N2O9,23,17,0,14,0,18,0.782608696,0.608695652,48,0,0.331,74423097888,6.29E-05,417.4783194,1,0.5,15,0.434782609,0.514977472,516,3.952219879,513,0.240929865,517,0.22676013,517,0.181930305,517
581.92,6713094,517.065705,517.065888,0.183,0.354,C20H18O3P2,41,9,0,1,0,10,0.243902439,0.024390244,84,0,0.354,74423097888,7.35E-05,417.4783194,36,0.901234568,37,-0.195121951,0.51147239,516,3.948738124,513,0.237422924,517,0.230270245,517,0.185440116,517
548.13,5766214,517.098753,517.098764,0.011,0.022,C17H21NO8,24,21,0,13,0,22,0.916666667,0.541666667,50,0,0.022,74423097888,0.000703993,417.4783194,1,0.428571429,14,0.166666667,0.478633099,517,3.916117381,513,0.204566209,517,0.263156697,517,0.218323718,517
497.15,12516394,517.101397,517.101623,0.225,0.435,C16H17NO9,34,17,2,2,1,18,0.529411765,0.058823529,72,3,0.435,74423097888,8.49E-05,417.4783194,25,0.766666667,27,-0.176470588,0.475777292,517,3.913280579,513,0.201708886,517,0.266016606,517,0.221183379,517
590.37,14232591,517.119874,517.119894,0.02,0.039,C15H13NO10,21,25,0,15,0,26,1.238095238,0.714285714,44,0,0.039,74423097888,0.000270414,417.4783194,-6,0.111111111,9,0.19047619,0.457526693,517,3.89515144,513,0.183448604,517,0.284293415,517,0.239458603,517
51.11,5978532,517.135161,517.13515,-0.012,-0.023,C17H35O6P,25,25,0,12,0,26,1.04,0.48,52,0,0.023,74423097888,0.001573792,417.4783194,1,0.368421053,13,-0.08,0.442287728,517,3.880013891,513,0.168201553,517,0.299554265,517,0.25471813,517
141.85,6261146,517.156309,517.156279,-0.03,-0.059,C20H30O6,22,29,0,14,0,30,1.363636364,0.636363636,46,0,0.059,74423097888,0.000626721,417.4783194,-6,0.066666667,8,-0.090909091,0.421182321,517,3.859048942,513,0.147084947,517,0.320689982,517,0.275852016,517
543.88,3126644,517.168993,517.169033,0.04,0.078,C15H26O10,30,29,0,6,1,30,1,0.2,62,1,0.078,74423097888,5.76E-05,417.4783194,10,0.461538462,16,-0.533333333,0.408442562,517,3.846393967,513,0.134338429,517,0.333448036,517,0.288608965,517
274.64,8431982,517.171548,517.171535,-0.012,-0.024,C15H27O8P,26,29,0,11,0,30,1.153846154,0.423076923,54,0,0.024,74423097888,0.000360344,417.4783194,1,0.317073171,12,-0.307692308,0.405943356,517,3.843911393,513,0.131837896,517,0.335950832,517,0.291111543,517
250.97,3672935,517.19264,517.192665,0.024,0.047,C17H23N2O5P,23,33,0,13,0,34,1.47826087,0.565217391,48,0,0.047,74423097888,0.000107285,417.4783194,-6,0.03030303,7,-0.347826087,0.38483695,517,3.822945452,513,0.110720291,517,0.357087549,517,0.312246429,517
587.34,8259922,519.078052,519.078029,-0.023,-0.045,C16H18N2O8,23,19,0,14,0,20,0.869565217,0.608695652,48,0,0.045,74423097888,0.000153688,417.4783194,0,0.4375,14,0.347826087,0.501578164,518,3.952219879,515,0.226462246,519,0.243050932,519,0.198046348,519
634.04,9341239,519.081266,519.081539,0.273,0.526,C15H14N2O9,41,11,0,1,0,12,0.292682927,0.024390244,84,0,0.526,74423097888,0.000106577,417.4783194,35,0.87654321,36,-0.243902439,0.498072084,519,3.948737132,515,0.222954305,519,0.246562048,519,0.20155716,519
504.97,7222902,519.114405,519.114414,0.01,0.019,C17H19NO8,24,23,0,13,0,24,1,0.541666667,50,0,0.019,74423097888,0.001539457,417.4783194,0,0.371428571,13,0.083333333,0.465233792,519,3.916117381,515,0.190098589,519,0.279447499,519,0.234439761,519
18.99,14984795,519.150804,519.1508,-0.004,-0.008,C16H15NO9,25,27,0,12,0,28,1.12,0.48,52,0,0.008,74423097888,0.00163456,417.4783194,0,0.315789474,12,-0.16,0.428888421,519,3.880013891,515,0.153733933,519,0.315845067,519,0.270834174,519
523.81,10163776,519.171987,519.171929,-0.058,-0.111,C15H11NO10,22,31,0,14,0,32,1.454545455,0.636363636,46,0,0.111,74423097888,0.000212523,417.4783194,-7,0,7,-0.181818182,0.407783014,519,3.859048942,515,0.132617328,519,0.336980784,519,0.291968059,519
162.09,7689213,519.187155,519.187185,0.03,0.059,C18H36O7,26,31,0,11,0,32,1.230769231,0.423076923,54,0,0.059,74423097888,0.000175758,417.4783194,0,0.268292683,11,-0.384615385,0.392544049,519,3.843911393,515,0.117370277,519,0.352241634,519,0.307227587,519
541.48,7908307,521.093667,521.093679,0.012,0.023,C20H28O6,23,21,0,14,0,22,0.956521739,0.608695652,48,0,0.023,74423097888,0.000484301,417.4783194,-1,0.375,13,0.260869565,0.488178857,521,3.952219879,517,0.211994626,521,0.259341735,521,0.214162392,521
470.35,4408264,521.130087,521.130064,-0.023,-0.043,C16H28O9,24,25,0,13,0,26,1.083333333,0.541666667,50,0,0.043,74423097888,0.002395395,417.4783194,-1,0.314285714,12,0,0.451834485,521,3.916117381,517,0.17563097,521,0.295738302,521,0.250555805,521
188.36,4899757,521.166442,521.16645,0.008,0.015,C15H24O10,25,29,0,12,0,30,1.2,0.48,52,0,0.015,74423097888,0.001062627,417.4783194,-1,0.263157895,11,-0.24,0.415489114,521,3.880013891,517,0.139266314,521,0.332135869,521,0.286950218,521
567.47,3922855,521.187567,521.187579,0.012,0.024,C15H25O8P,22,33,0,14,0,34,1.545454545,0.636363636,46,0,0.024,74423097888,6.77E-05,417.4783194,-8,-0.066666667,6,-0.272727273,0.394383707,521,3.859048942,517,0.118149708,521,0.353271587,521,0.308084103,521
585.31,4692902,523.072977,523.072943,-0.034,-0.064,C17H20N2O7,22,19,0,15,0,20,0.909090909,0.681818182,46,0,0.064,74423097888,4.83E-05,417.4783194,-2,0.379310345,13,0.454545455,0.511124921,522,3.98832337,519,0.233891663,523,0.239234969,523,0.193884023,523
632.33,7474067,523.076311,523.076453,0.142,0.272,C14H20O11,40,11,0,2,0,12,0.3,0.05,82,0,0.272,74423097888,3.71E-05,417.4783194,33,0.871794872,35,-0.2,0.50761884,522,3.984840622,519,0.230383722,523,0.242746085,523,0.197394834,523
576.96,11993995,523.08816,523.0882,0.039,0.075,C16H16N2O8,26,19,0,12,0,20,0.769230769,0.461538462,54,0,0.075,74423097888,6.09E-05,417.4783194,5,0.55,17,0.153846154,0.495884957,523,3.973184829,519,0.218643613,523,0.25449682,523,0.20914455,523
500.11,8745806,523.109339,523.109329,-0.01,-0.018,C15H8O11,23,23,0,14,0,24,1.043478261,0.608695652,48,0,0.018,74423097888,0.001007157,417.4783194,-2,0.3125,12,0.173913043,0.47477955,523,3.952219879,519,0.197527007,523,0.275632537,523,0.230278435,523
679.72,7917753,523.124521,523.124585,0.064,0.123,C17H17NO8,27,23,0,11,0,24,0.888888889,0.407407407,56,0,0.123,74423097888,0.000135486,417.4783194,5,0.488372093,16,-0.074074074,0.459540585,523,3.937082331,519,0.182279956,523,0.290893387,523,0.245537963,523
277.61,14766238,523.145742,523.145715,-0.027,-0.053,C16H13NO9,24,27,0,13,0,28,1.166666667,0.541666667,50,0,0.053,74423097888,0.002480819,417.4783194,-2,0.257142857,11,-0.083333333,0.438434179,523,3.916116389,519,0.161162351,523,0.312030105,523,0.266672848,523
699.78,4732462,523.160545,523.160971,0.426,0.814,C17H30O8,28,27,0,10,0,28,1,0.357142857,58,0,0.814,74423097888,4.48E-05,417.4783194,5,0.434782609,15,-0.285714286,0.423195214,523,3.900978841,519,0.1459153,523,0.327290955,523,0.281932376,523
126.9,6852127,523.18208,523.1821,0.02,0.038,C20H26O6,25,31,0,12,0,32,1.28,0.48,52,0,0.038,74423097888,0.000464936,417.4783194,-2,0.210526316,10,-0.32,0.402089807,523,3.880013891,519,0.124798695,523,0.348426672,523,0.303066261,523
265.79,13491716,525.088655,525.088594,-0.062,-0.118,C19H22O7,22,21,0,15,0,22,1,0.681818182,46,0,0.118,74423097888,0.000138245,417.4783194,-3,0.310344828,12,0.363636364,0.497724615,525,3.988322377,521,0.219423044,525,0.255526772,525,0.210001066,525
524.89,13667833,525.103793,525.10385,0.057,0.108,C15H22O10,26,21,0,12,0,22,0.846153846,0.461538462,54,0,0.108,74423097888,0.000203079,417.4783194,4,0.5,16,0.076923077,0.48248565,525,3.973184829,521,0.204175993,525,0.270787622,525,0.225260594,525
38.32,20602336,525.12497,525.124979,0.009,0.018,C14H18O11,23,25,0,14,0,26,1.130434783,0.608695652,48,0,0.018,74423097888,0.001489286,417.4783194,-3,0.25,11,0.086956522,0.461380243,525,3.952219879,521,0.183059388,525,0.291923339,525,0.246394479,525
654.23,8629720,525.140177,525.140235,0.058,0.111,C16H14N2O8,27,25,0,11,0,26,0.962962963,0.407407407,56,0,0.111,74423097888,0.000237202,417.4783194,4,0.441860465,15,-0.148148148,0.446141278,525,3.937082331,521,0.167812337,525,0.307184189,525,0.261654006,525
20.79,4069843,525.161391,525.161365,-0.026,-0.05,C16H15N2O6P,24,29,0,13,0,30,1.25,0.541666667,50,0,0.05,74423097888,0.001526271,417.4783194,-3,0.2,10,-0.166666667,0.425034872,525,3.916116389,521,0.146694732,525,0.328320907,525,0.282788892,525
680.83,10533722,525.176368,525.176621,0.253,0.481,C15H27N3O7,28,29,0,10,0,30,1.071428571,0.357142857,58,0,0.481,74423097888,6.05E-05,417.4783194,4,0.391304348,14,-0.357142857,0.409795907,525,3.900978841,521,0.131447681,525,0.343581757,525,0.298048419,525
112.87,7193409,525.197837,525.19775,-0.087,-0.166,C14H23N3O8,25,33,0,12,0,34,1.36,0.48,52,0,0.166,74423097888,0.000146116,417.4783194,-3,0.157894737,9,-0.4,0.3886905,525,3.880013891,521,0.110331075,525,0.364717474,525,0.319182305,525
-1000,9566991,525.998528,525.998674,0.145,0.276,C17H15NO8,25,8,3,9,1,9,0.36,0.36,55,4,0.276,74423097888,3.58E-05,417.4783194,14,0.878787879,23,0.8,0.588660818,525,4.085308461,522,0.309876897,526,0.165896099,526,0.120291488,526
573.11,8882933,527.08321,527.083114,-0.096,-0.181,C16H11NO9,25,19,0,13,0,20,0.8,0.52,52,0,0.181,74423097888,0.00013308,417.4783194,3,0.513513514,16,0.24,0.505431714,526,4.009288319,523,0.22607303,527,0.250680857,527,0.204982224,527
489.6,10467486,527.086669,527.086486,-0.184,-0.348,C15H28N4O6,22,23,0,13,1,24,1.090909091,0.590909091,46,1,0.348,74423097888,6.82E-05,417.4783194,-2,0.24137931,11,0.181818182,0.502063479,526,4.0059425,523,0.222703008,527,0.254053929,527,0.208355004,527
143.6,6541439,527.104247,527.104244,-0.004,-0.007,C20H24O6,22,23,0,15,0,24,1.090909091,0.681818182,46,0,0.007,74423097888,0.000334294,417.4783194,-4,0.24137931,11,0.272727273,0.484325308,527,3.988322377,523,0.204955425,527,0.271817575,527,0.22611711,527
448.52,3802190,527.119483,527.1195,0.017,0.032,C17H17N2O5P,26,23,0,12,0,24,0.923076923,0.461538462,54,0,0.032,74423097888,0.000476399,417.4783194,3,0.45,15,0,0.469086343,527,3.973184829,523,0.189708374,527,0.287078425,527,0.241376637,527
306.53,9815537,527.140615,527.140629,0.014,0.027,C18H33NO6,23,27,0,14,0,28,1.217391304,0.608695652,48,0,0.027,74423097888,0.001515711,417.4783194,-4,0.1875,10,0,0.447980936,527,3.952219879,523,0.168591768,527,0.308214142,527,0.262510523,527
604.52,7269830,527.155841,527.155885,0.044,0.083,C15H25N3O7,27,27,0,11,0,28,1.037037037,0.407407407,56,0,0.083,74423097888,0.000295768,417.4783194,3,0.395348837,14,-0.222222222,0.432741971,527,3.937082331,523,0.153344717,527,0.323474992,527,0.27777005,527
125.51,7374252,527.176998,527.177015,0.017,0.031,C14H21N3O8,24,31,0,13,0,32,1.333333333,0.541666667,50,0,0.031,74423097888,0.000630281,417.4783194,-4,0.142857143,9,-0.25,0.411635565,527,3.916116389,523,0.132227112,527,0.344611709,527,0.298904936,527
-1000,4656548,527.21333,527.2134,0.07,0.133,C15H21NO9,25,35,0,12,0,36,1.44,0.48,52,0,0.133,74423097888,4.16E-05,417.4783194,-4,0.105263158,8,-0.48,0.375291192,527,3.880013891,523,0.095863456,527,0.381008277,527,0.335298348,527
593.91,7394699,529.065658,529.065888,0.231,0.436,C14H17NO10,42,9,0,1,0,10,0.238095238,0.023809524,86,0,0.436,74423097888,5.85E-05,417.4783194,37,0.903614458,38,-0.19047619,0.524871697,528,4.041909062,525,0.244462125,529,0.234085208,529,0.188214667,529
47.28,6493564,529.098717,529.098764,0.047,0.089,C17H13NO8,25,21,0,13,0,22,0.88,0.52,52,0,0.089,74423097888,0.000370736,417.4783194,2,0.459459459,15,0.16,0.492032407,529,4.009288319,525,0.21160541,529,0.266971659,529,0.221098268,529
516.98,19321646,529.102328,529.102136,-0.192,-0.364,C16H30N4O5,22,25,0,13,1,26,1.181818182,0.590909091,46,1,0.364,74423097888,7.53E-05,417.4783194,-3,0.172413793,10,0.090909091,0.488664172,529,4.0059425,525,0.208235389,529,0.270344731,529,0.224471048,529
542.57,13300492,529.119901,529.119894,-0.008,-0.014,C16H26N2O7,22,25,0,15,0,26,1.181818182,0.681818182,46,0,0.014,74423097888,0.000448448,417.4783194,-5,0.172413793,10,0.181818182,0.470926001,529,3.988322377,525,0.190487805,529,0.288108377,529,0.242233153,529
225.54,13013063,529.135165,529.13515,-0.015,-0.029,C15H23N3O7,26,25,0,12,0,26,1,0.461538462,54,0,0.029,74423097888,0.000888741,417.4783194,2,0.4,14,-0.076923077,0.455687036,529,3.973184829,525,0.175240755,529,0.303369227,529,0.257492681,529
232.51,8558630,529.156293,529.156279,-0.014,-0.026,C15H19NO9,23,29,0,14,0,30,1.304347826,0.608695652,48,0,0.026,74423097888,0.000995733,417.4783194,-5,0.125,9,-0.086956522,0.434581628,529,3.952219879,525,0.154124149,529,0.324504944,529,0.278626566,529
531.11,9580557,529.171552,529.171535,-0.017,-0.031,C14H15NO10,27,29,0,11,0,30,1.111111111,0.407407407,56,0,0.031,74423097888,0.000247674,417.4783194,2,0.348837209,13,-0.296296296,0.419342663,529,3.937082331,525,0.138877098,529,0.339765794,529,0.293886094,529
142.56,6169305,529.192738,529.192665,-0.073,-0.138,C16H21NO8,24,33,0,13,0,34,1.416666667,0.541666667,50,0,0.138,74423097888,0.00019594,417.4783194,-5,0.085714286,8,-0.333333333,0.398236257,529,3.916116389,525,0.117759493,529,0.360902512,529,0.315020979,529
571.19,11819712,531.078001,531.078029,0.027,0.052,C15H17NO9,24,19,0,14,0,20,0.833333333,0.583333333,50,0,0.052,74423097888,0.000138159,417.4783194,1,0.470588235,15,0.333333333,0.514977472,530,4.045390817,527,0.233501448,531,0.246865895,531,0.200820899,531
625.52,10721959,531.081562,531.081539,-0.023,-0.044,C14H13NO10,42,11,0,1,0,12,0.285714286,0.023809524,86,0,0.044,74423097888,9.18E-05,417.4783194,36,0.879518072,37,-0.238095238,0.511471391,530,4.041908069,527,0.229993507,531,0.25037701,531,0.20433171,531
15.9,6543398,531.114419,531.114414,-0.004,-0.008,C15H18N2O8,25,23,0,13,0,24,0.96,0.52,52,0,0.008,74423097888,0.000961398,417.4783194,1,0.405405405,14,0.08,0.478633099,531,4.009288319,527,0.197137791,531,0.283262462,531,0.237214312,531
579.78,6540683,531.135578,531.135544,-0.034,-0.065,C16H19NO8,22,27,0,15,0,28,1.272727273,0.681818182,46,0,0.065,74423097888,0.000448016,417.4783194,-6,0.103448276,9,0.090909091,0.457526693,531,3.988322377,527,0.176020186,531,0.304399179,531,0.258349197,531
119.71,14734706,531.150801,531.1508,-0.001,-0.002,C15H15NO9,26,27,0,12,0,28,1.076923077,0.461538462,54,0,0.002,74423097888,0.001007629,417.4783194,1,0.35,13,-0.153846154,0.442287728,531,3.973184829,527,0.160773135,531,0.319660029,531,0.273608724,531
313.37,5528358,531.171903,531.171929,0.027,0.05,C19H28O6,23,31,0,14,0,32,1.391304348,0.608695652,48,0,0.05,74423097888,0.000418736,417.4783194,-6,0.0625,8,-0.173913043,0.421182321,531,3.952219879,527,0.139656529,531,0.340795747,531,0.29474261,531
423.99,4842244,531.187051,531.187185,0.134,0.253,C14H24O10,27,31,0,11,0,32,1.185185185,0.407407407,56,0,0.253,74423097888,0.000134692,417.4783194,1,0.302325581,12,-0.37037037,0.405943356,531,3.937082331,527,0.124409479,531,0.356056597,531,0.310002137,531
-1000,8633061,531.208221,531.208315,0.094,0.177,C15H16N2O8,24,35,0,13,0,36,1.5,0.541666667,50,0,0.177,74423097888,3.67E-05,417.4783194,-6,0.028571429,7,-0.416666667,0.38483695,531,3.916116389,527,0.103291873,531,0.377193314,531,0.331137023,531
563.93,9761453,533.093748,533.093679,-0.069,-0.129,C14H8O11,24,21,0,14,0,22,0.916666667,0.583333333,50,0,0.129,74423097888,0.000375155,417.4783194,0,0.411764706,14,0.25,0.501578164,532,4.045390817,529,0.219033828,533,0.263156697,533,0.216936942,533
673.39,9556054,533.097246,533.097189,-0.057,-0.107,C16H17NO8,42,13,0,1,0,14,0.333333333,0.023809524,86,0,0.107,74423097888,7.34E-05,417.4783194,35,0.855421687,36,-0.285714286,0.498072084,533,4.041908069,529,0.215525887,533,0.266667813,533,0.220447754,533
493.92,14413887,533.130072,533.130064,-0.007,-0.014,C15H13NO9,25,25,0,13,0,26,1.04,0.52,52,0,0.014,74423097888,0.001636376,417.4783194,0,0.351351351,13,0,0.465233792,533,4.009288319,529,0.182670172,533,0.299553264,533,0.253330355,533
554.03,12422661,533.151177,533.151194,0.017,0.031,C18H26N2O5,22,29,0,15,0,30,1.363636364,0.681818182,46,0,0.031,74423097888,0.000296783,417.4783194,-7,0.034482759,8,0,0.444127386,533,3.988322377,529,0.161552567,533,0.320689982,533,0.274465241,533
73.07,7169534,533.166443,533.16645,0.007,0.014,C19H26O6,26,29,0,12,0,30,1.153846154,0.461538462,54,0,0.014,74423097888,0.000861019,417.4783194,0,0.3,12,-0.230769231,0.428888421,533,3.973184829,529,0.146305516,533,0.335950832,533,0.289724768,533
493.38,6524374,533.187612,533.187579,-0.033,-0.062,C16H18N2O7,23,33,0,14,0,34,1.47826087,0.608695652,48,0,0.062,74423097888,0.000122317,417.4783194,-7,0,7,-0.260869565,0.407783014,533,3.952219879,529,0.12518891,533,0.357086549,533,0.310858653,533
