Source,Target,Type,Id,Label,Weight,colour
C17H26O4N4,C22H34O7N4,Directed,966,,1,3
C16H17O8N1,C21H25O11N1,Directed,967,,1,3
C17H21O7N1,C22H29O10N1,Directed,968,,1,3
C16H24O5N4,C21H32O8N4,Directed,969,,1,3
C16H19O8N1,C21H27O11N1,Directed,970,,1,3
C18H27O6N1,C23H35O9N1,Directed,971,,1,3
C19H31O5N1,C24H39O8N1,Directed,972,,1,3
C19H22O3N4,C24H30O6N4,Directed,973,,1,3
C15H17O9N1,C20H25O12N1,Directed,974,,1,3
C15H21O5N3S1,C20H29O8N3S1,Directed,975,,1,3
C14H20O7N4,C19H28O10N4,Directed,976,,1,3
C18H15O7N1,C23H23O10N1,Directed,977,,1,3
C17H19O4N5,C22H27O7N5,Directed,978,,1,3
C18H14O8,C23H22O11,Directed,979,,1,3
C18H22O4N4,C23H30O7N4,Directed,980,,1,3
C18H17O7N1,C23H25O10N1,Directed,981,,1,3
C14H21O8N3,C19H29O11N3,Directed,982,,1,3
C17H16O7N2,C22H24O10N2,Directed,983,,1,3
C17H20O5N4,C22H28O8N4,Directed,984,,1,3
C18H24O4N4,C23H32O7N4,Directed,985,,1,3
C17H19O6N3,C22H27O9N3,Directed,986,,1,3
C16H19O5N5,C21H27O8N5,Directed,987,,1,3
C17H23O4N5,C22H31O7N5,Directed,988,,1,3
C16H14O8N2,C21H22O11N2,Directed,989,,1,3
C17H18O7N2,C22H26O10N2,Directed,990,,1,3
C14H22O9N2,C19H30O12N2,Directed,991,,1,3
C17H22O5N4,C22H30O8N4,Directed,992,,1,3
C18H26O4N4,C23H34O7N4,Directed,993,,1,3
C17H17O8N1,C22H25O11N1,Directed,994,,1,3
C16H16O8N2,C21H24O11N2,Directed,995,,1,3
C15H19O6N5,C20H27O9N5,Directed,996,,1,3
C16H23O5N5,C21H31O8N5,Directed,997,,1,3
C15H18O7N4,C20H26O10N4,Directed,998,,1,3
C16H22O6N4,C21H30O9N4,Directed,999,,1,3
C15H22O7N4,C20H30O10N4,Directed,1000,,1,3
C18H20O5N4,C23H28O8N4,Directed,1001,,1,3
C20H28O3N4,C25H36O6N4,Directed,1002,,1,3
C18H23O4N5,C23H31O7N5,Directed,1003,,1,3
C18H22O5N4,C23H30O8N4,Directed,1004,,1,3
C19H26O4N4,C24H34O7N4,Directed,1005,,1,3
C18H25O4N5,C23H33O7N5,Directed,1006,,1,3
C17H16O8N2,C22H24O11N2,Directed,1007,,1,3
C19H28O4N4,C24H36O7N4,Directed,1008,,1,3
C18H19O8N1,C23H27O11N1,Directed,1009,,1,3
C16H19O6N5,C21H27O9N5,Directed,1010,,1,3
C17H18O8N2,C22H26O11N2,Directed,1011,,1,3
C17H22O6N4,C22H30O9N4,Directed,1012,,1,3
C16H20O7N4,C21H28O10N4,Directed,1013,,1,3
C19H25O4N5,C24H33O7N5,Directed,1014,,1,3
C19H24O5N4,C24H32O8N4,Directed,1015,,1,3
C20H28O4N4,C25H36O7N4,Directed,1016,,1,3
C17H19O6N5,C22H27O9N5,Directed,1017,,1,3
C18H23O5N5,C23H31O8N5,Directed,1018,,1,3
C18H22O6N4,C23H30O9N4,Directed,1019,,1,3
C19H26O5N4,C24H34O8N4,Directed,1020,,1,3
C20H30O4N4,C25H38O7N4,Directed,1021,,1,3
C17H21O6N5,C22H29O9N5,Directed,1022,,1,3
C17H23O6N5,C22H31O9N5,Directed,1023,,1,3
C17H22O7N4,C22H30O10N4,Directed,1024,,1,3
C18H26O6N4,C23H34O9N4,Directed,1025,,1,3
C19H23O5N5,C24H31O8N5,Directed,1026,,1,3
C19H24O6N4,C24H32O9N4,Directed,1027,,1,3
C20H28O5N4,C25H36O8N4,Directed,1028,,1,3
C19H27O5N5,C24H35O8N5,Directed,1029,,1,3
C18H22O7N4,C23H30O10N4,Directed,1030,,1,3
C19H26O6N4,C24H34O9N4,Directed,1031,,1,3
C18H25O6N5,C23H33O9N5,Directed,1032,,1,3
C19H29O5N5,C24H37O8N5,Directed,1033,,1,3
C20H29O5N5,C25H37O8N5,Directed,1034,,1,3
C7H10O5,C13H20O8,Directed,1035,,1,4
C8H13O5N1,C14H23O8N1,Directed,1036,,1,4
C9H12O7,C15H22O10,Directed,1037,,1,4
C10H19O5N1,C16H29O8N1,Directed,1038,,1,4
C8H10O6S1,C14H20O9S1,Directed,1039,,1,4
C9H14O7,C15H24O10,Directed,1040,,1,4
C12H12O5,C18H22O8,Directed,1041,,1,4
C13H19O3N1,C19H29O6N1,Directed,1042,,1,4
C11H12O6,C17H22O9,Directed,1043,,1,4
C12H19O4N1,C18H29O7N1,Directed,1044,,1,4
C13H23O3N1,C19H33O6N1,Directed,1045,,1,4
C11H17O5N1,C17H27O8N1,Directed,1046,,1,4
C12H21O4N1,C18H31O7N1,Directed,1047,,1,4
C10H12O7,C16H22O10,Directed,1048,,1,4
C10H15O6N1,C16H25O9N1,Directed,1049,,1,4
C9H15O5N3,C15H25O8N3,Directed,1050,,1,4
C11H19O5N1,C17H29O8N1,Directed,1051,,1,4
C9H10O8,C15H20O11,Directed,1052,,1,4
C10H14O7,C16H24O10,Directed,1053,,1,4
C13H19O4N1,C19H29O7N1,Directed,1054,,1,4
C14H23O3N1,C20H33O6N1,Directed,1055,,1,4
C12H17O5N1,C18H27O8N1,Directed,1056,,1,4
C13H21O4N1,C19H31O7N1,Directed,1057,,1,4
C14H25O3N1,C20H35O6N1,Directed,1058,,1,4
C11H12O7,C17H22O10,Directed,1059,,1,4
C11H15O6N1,C17H25O9N1,Directed,1060,,1,4
C12H19O5N1,C18H29O8N1,Directed,1061,,1,4
C13H23O4N1,C19H33O7N1,Directed,1062,,1,4
C11H14O7,C17H24O10,Directed,1063,,1,4
C10H13O7N1,C16H23O10N1,Directed,1064,,1,4
C11H17O6N1,C17H27O9N1,Directed,1065,,1,4
C10H17O5N3,C16H27O8N3,Directed,1066,,1,4
C12H21O5N1,C18H31O8N1,Directed,1067,,1,4
C10H12O8,C16H22O11,Directed,1068,,1,4
C12H23O5N1,C18H33O8N1,Directed,1069,,1,4
C9H10O7S1,C15H20O10S1,Directed,1070,,1,4
C10H14O8,C16H24O11,Directed,1071,,1,4
C14H19O4N1,C20H29O7N1,Directed,1072,,1,4
C15H23O3N1,C21H33O6N1,Directed,1073,,1,4
C12H13O6N1,C18H23O9N1,Directed,1074,,1,4
C14H21O4N1,C20H31O7N1,Directed,1075,,1,4
C15H25O3N1,C21H35O6N1,Directed,1076,,1,4
C11H11O7N1,C17H21O10N1,Directed,1077,,1,4
C12H15O6N1,C18H25O9N1,Directed,1078,,1,4
C16H15O3N1,C22H25O6N1,Directed,1079,,1,4
C14H23O4N1,C20H33O7N1,Directed,1080,,1,4
C11H13O7N1,C17H23O10N1,Directed,1081,,1,4
C15H13O4N1,C21H23O7N1,Directed,1082,,1,4
C12H17O6N1,C18H27O9N1,Directed,1083,,1,4
C13H21O5N1,C19H31O8N1,Directed,1084,,1,4
C14H25O4N1,C20H35O7N1,Directed,1085,,1,4
C11H12O8,C17H22O11,Directed,1086,,1,4
C11H15O7N1,C17H25O10N1,Directed,1087,,1,4
C15H15O4N1,C21H25O7N1,Directed,1088,,1,4
C11H19O5N3,C17H29O8N3,Directed,1089,,1,4
C13H23O5N1,C19H33O8N1,Directed,1090,,1,4
C11H14O8,C17H24O11,Directed,1091,,1,4
C14H13O5N1,C20H23O8N1,Directed,1092,,1,4
C12H21O6N1,C18H31O9N1,Directed,1093,,1,4
C14H16O4N2,C20H26O7N2,Directed,1094,,1,4
C12H11O5N3,C18H21O8N3,Directed,1095,,1,4
C14H19O3N3,C20H29O6N3,Directed,1096,,1,4
C12H10O6N2,C18H20O9N2,Directed,1097,,1,4
C13H14O5N2,C19H24O8N2,Directed,1098,,1,4
C13H13O6N1,C19H23O9N1,Directed,1099,,1,4
C13H17O4N3,C19H27O7N3,Directed,1100,,1,4
C15H21O4N1,C21H31O7N1,Directed,1101,,1,4
C12H12O6N2,C18H22O9N2,Directed,1102,,1,4
C13H16O5N2,C19H26O8N2,Directed,1103,,1,4
C14H19O5N1,C20H29O8N1,Directed,1104,,1,4
C12H14O6N2,C18H24O9N2,Directed,1105,,1,4
C11H14O5N4,C17H24O8N4,Directed,1106,,1,4
C12H18O4N4,C18H28O7N4,Directed,1107,,1,4
C11H9O6N1S1,C17H19O9N1S1,Directed,1108,,1,4
C12H13O7N1,C18H23O10N1,Directed,1109,,1,4
C15H13O3N3,C21H23O6N3,Directed,1110,,1,4
C13H17O6N1,C19H27O9N1,Directed,1111,,1,4
C12H17O5N3,C18H27O8N3,Directed,1112,,1,4
C14H21O5N1,C20H31O8N1,Directed,1113,,1,4
C13H21O4N3,C19H31O7N3,Directed,1114,,1,4
C15H25O4N1,C21H35O7N1,Directed,1115,,1,4
C11H11O8N1,C17H21O11N1,Directed,1116,,1,4
C12H15O7N1,C18H25O10N1,Directed,1117,,1,4
C15H15O3N3,C21H25O6N3,Directed,1118,,1,4
C12H19O5N3,C18H29O8N3,Directed,1119,,1,4
C14H23O5N1,C20H33O8N1,Directed,1120,,1,4
C14H10O5N2,C20H20O8N2,Directed,1121,,1,4
C15H14O4N2,C21H24O7N2,Directed,1122,,1,4
C14H14O3N4,C20H24O6N4,Directed,1123,,1,4
C11H13O8N1,C17H23O11N1,Directed,1124,,1,4
C15H13O5N1,C21H23O8N1,Directed,1125,,1,4
C14H13O4N3,C20H23O7N3,Directed,1126,,1,4
C12H17O7N1,C18H27O10N1,Directed,1127,,1,4
C15H17O3N3,C21H27O6N3,Directed,1128,,1,4
C16H21O2N3,C22H31O5N3,Directed,1129,,1,4
C11H12O9,C17H22O12,Directed,1130,,1,4
C14H12O5N2,C20H22O8N2,Directed,1131,,1,4
C14H16O3N4,C20H26O6N4,Directed,1132,,1,4
C14H11O6N1,C20H21O9N1,Directed,1133,,1,4
C13H11O5N3,C19H21O8N3,Directed,1134,,1,4
C15H15O5N1,C21H25O8N1,Directed,1135,,1,4
C14H15O4N3,C20H25O7N3,Directed,1136,,1,4
C11H19O6N3,C17H29O9N3,Directed,1137,,1,4
C15H19O3N3,C21H29O6N3,Directed,1138,,1,4
C13H10O6N2,C19H20O9N2,Directed,1139,,1,4
C11H14O9,C17H24O12,Directed,1140,,1,4
C14H14O5N2,C20H24O8N2,Directed,1141,,1,4
C13H14O4N4,C19H24O7N4,Directed,1142,,1,4
C14H18O3N4,C20H28O6N4,Directed,1143,,1,4
C14H13O6N1,C20H23O9N1,Directed,1144,,1,4
C13H13O5N3,C19H23O8N3,Directed,1145,,1,4
C14H17O4N3,C20H27O7N3,Directed,1146,,1,4
C13H12O6N2,C19H22O9N2,Directed,1147,,1,4
C14H16O5N2,C20H26O8N2,Directed,1148,,1,4
C13H16O4N4,C19H26O7N4,Directed,1149,,1,4
C14H20O3N4,C20H30O6N4,Directed,1150,,1,4
C13H11O7N1,C19H21O10N1,Directed,1151,,1,4
C12H11O6N3,C18H21O9N3,Directed,1152,,1,4
C14H15O6N1,C20H25O9N1,Directed,1153,,1,4
C13H15O5N3,C19H25O8N3,Directed,1154,,1,4
C14H19O4N3,C20H29O7N3,Directed,1155,,1,4
C12H10O7N2,C18H20O10N2,Directed,1156,,1,4
C13H14O6N2,C19H24O9N2,Directed,1157,,1,4
C13H18O4N4,C19H28O7N4,Directed,1158,,1,4
C14H22O3N4,C20H32O6N4,Directed,1159,,1,4
C13H13O7N1,C19H23O10N1,Directed,1160,,1,4
C14H17O6N1,C20H27O9N1,Directed,1161,,1,4
C13H17O5N3,C19H27O8N3,Directed,1162,,1,4
C17H17O2N3,C23H27O5N3,Directed,1163,,1,4
C15H21O5N1,C21H31O8N1,Directed,1164,,1,4
C16H25O4N1,C22H35O7N1,Directed,1165,,1,4
C13H16O6N2,C19H26O9N2,Directed,1166,,1,4
C13H20O4N4,C19H30O7N4,Directed,1167,,1,4
C12H11O8N1,C18H21O11N1,Directed,1168,,1,4
C13H15O7N1,C19H25O10N1,Directed,1169,,1,4
C16H15O3N3,C22H25O6N3,Directed,1170,,1,4
C14H19O6N1,C20H29O9N1,Directed,1171,,1,4
C15H23O5N1,C21H33O8N1,Directed,1172,,1,4
C12H26O6S1,C18H36O9S1,Directed,1173,,1,4
C12H13O8N1,C18H23O11N1,Directed,1174,,1,4
C15H13O4N3,C21H23O7N3,Directed,1175,,1,4
C14H21O6N1,C20H31O9N1,Directed,1176,,1,4
C13H21O5N3,C19H31O8N3,Directed,1177,,1,4
C15H25O5N1,C21H35O8N1,Directed,1178,,1,4
C14H12O4N4,C20H22O7N4,Directed,1179,,1,4
C15H16O3N4,C21H26O6N4,Directed,1180,,1,4
C16H15O5N1,C22H25O8N1,Directed,1181,,1,4
C15H15O4N3,C21H25O7N3,Directed,1182,,1,4
C15H27O5N1,C21H37O8N1,Directed,1183,,1,4
C14H10O6N2,C20H20O9N2,Directed,1184,,1,4
C12H14O9,C18H24O12,Directed,1185,,1,4
C15H14O5N2,C21H24O8N2,Directed,1186,,1,4
C15H18O3N4,C21H28O6N4,Directed,1187,,1,4
C15H13O6N1,C21H23O9N1,Directed,1188,,1,4
C14H13O5N3,C20H23O8N3,Directed,1189,,1,4
C13H13O4N5,C19H23O7N5,Directed,1190,,1,4
C15H17O4N3,C21H27O7N3,Directed,1191,,1,4
C14H12O6N2,C20H22O9N2,Directed,1192,,1,4
C12H16O9,C18H26O12,Directed,1193,,1,4
C13H12O5N4,C19H22O8N4,Directed,1194,,1,4
C15H16O5N2,C21H26O8N2,Directed,1195,,1,4
C14H16O4N4,C20H26O7N4,Directed,1196,,1,4
C15H20O3N4,C21H30O6N4,Directed,1197,,1,4
C15H15O6N1,C21H25O9N1,Directed,1198,,1,4
C14H15O5N3,C20H25O8N3,Directed,1199,,1,4
C15H19O4N3,C21H29O7N3,Directed,1200,,1,4
C14H14O6N2,C20H24O9N2,Directed,1201,,1,4
C14H18O4N4,C20H28O7N4,Directed,1202,,1,4
C15H22O3N4,C21H32O6N4,Directed,1203,,1,4
C14H13O7N1,C20H23O10N1,Directed,1204,,1,4
C14H17O5N3,C20H27O8N3,Directed,1205,,1,4
C13H12O7N2,C19H22O10N2,Directed,1206,,1,4
C14H16O6N2,C20H26O9N2,Directed,1207,,1,4
C13H16O5N4,C19H26O8N4,Directed,1208,,1,4
C14H20O4N4,C20H30O7N4,Directed,1209,,1,4
C15H24O3N4,C21H34O6N4,Directed,1210,,1,4
C12H11O7N3,C18H21O10N3,Directed,1211,,1,4
C15H19O6N1,C21H29O9N1,Directed,1212,,1,4
C14H22O4N4,C20H32O7N4,Directed,1213,,1,4
C13H13O8N1,C19H23O11N1,Directed,1214,,1,4
C14H17O7N1,C20H27O10N1,Directed,1215,,1,4
C17H17O3N3,C23H27O6N3,Directed,1216,,1,4
C16H25O5N1,C22H35O8N1,Directed,1217,,1,4
C12H16O6N4,C18H26O9N4,Directed,1218,,1,4
C13H15O8N1,C19H25O11N1,Directed,1219,,1,4
C16H15O4N3,C22H25O7N3,Directed,1220,,1,4
C17H19O3N3,C23H29O6N3,Directed,1221,,1,4
C16H27O5N1,C22H37O8N1,Directed,1222,,1,4
C15H14O4N4,C21H24O7N4,Directed,1223,,1,4
C12H13O9N1,C18H23O12N1,Directed,1224,,1,4
C16H13O6N1,C22H23O9N1,Directed,1225,,1,4
C16H17O4N3,C22H27O7N3,Directed,1226,,1,4
C13H21O6N3,C19H31O9N3,Directed,1227,,1,4
C15H25O6N1,C21H35O9N1,Directed,1228,,1,4
C16H29O5N1,C22H39O8N1,Directed,1229,,1,4
C16H16O5N2,C22H26O8N2,Directed,1230,,1,4
C16H20O3N4,C22H30O6N4,Directed,1231,,1,4
C16H15O6N1,C22H25O9N1,Directed,1232,,1,4
C15H15O5N3,C21H25O8N3,Directed,1233,,1,4
C14H15O4N5,C20H25O7N5,Directed,1234,,1,4
C12H14O10,C18H24O13,Directed,1235,,1,4
C15H14O6N2,C21H24O9N2,Directed,1236,,1,4
C14H14O5N4,C20H24O8N4,Directed,1237,,1,4
C16H18O5N2,C22H28O8N2,Directed,1238,,1,4
C15H18O4N4,C21H28O7N4,Directed,1239,,1,4
C16H22O3N4,C22H32O6N4,Directed,1240,,1,4
C16H17O6N1,C22H27O9N1,Directed,1241,,1,4
C15H17O5N3,C21H27O8N3,Directed,1242,,1,4
C14H17O4N5,C20H27O7N5,Directed,1243,,1,4
C17H21O5N1,C23H31O8N1,Directed,1244,,1,4
C16H21O4N3,C22H31O7N3,Directed,1245,,1,4
C14H12O7N2,C20H22O10N2,Directed,1246,,1,4
C12H16O10,C18H26O13,Directed,1247,,1,4
C15H20O4N4,C21H30O7N4,Directed,1248,,1,4
C15H15O7N1,C21H25O10N1,Directed,1249,,1,4
C15H19O5N3,C21H29O8N3,Directed,1250,,1,4
C14H19O4N5,C20H29O7N5,Directed,1251,,1,4
C14H14O7N2,C20H24O10N2,Directed,1252,,1,4
C13H14O6N4,C19H24O9N4,Directed,1253,,1,4
C14H18O5N4,C20H28O8N4,Directed,1254,,1,4
C16H26O3N4,C22H36O6N4,Directed,1255,,1,4
C15H17O7N1,C21H27O10N1,Directed,1256,,1,4
C13H12O8N2,C19H22O11N2,Directed,1257,,1,4
C14H20O5N4,C20H30O8N4,Directed,1258,,1,4
C15H24O4N4,C21H34O7N4,Directed,1259,,1,4
C14H15O8N1,C20H25O11N1,Directed,1260,,1,4
C13H18O6N4,C19H28O9N4,Directed,1261,,1,4
C17H17O4N3,C23H27O7N3,Directed,1262,,1,4
C16H25O6N1,C22H35O9N1,Directed,1263,,1,4
C17H29O5N1,C23H39O8N1,Directed,1264,,1,4
C13H20O6N4,C19H30O9N4,Directed,1265,,1,4
C16H15O5N3,C22H25O8N3,Directed,1266,,1,4
C16H18O4N4,C22H28O7N4,Directed,1267,,1,4
C16H17O5N3,C22H27O8N3,Directed,1268,,1,4
C15H17O4N5,C21H27O7N5,Directed,1269,,1,4
C16H16O6N2,C22H26O9N2,Directed,1270,,1,4
C15H16O5N4,C21H26O8N4,Directed,1271,,1,4
C16H20O4N4,C22H30O7N4,Directed,1272,,1,4
C17H24O3N4,C23H34O6N4,Directed,1273,,1,4
C16H15O7N1,C22H25O10N1,Directed,1274,,1,4
C14H15O5N5,C20H25O8N5,Directed,1275,,1,4
C16H19O5N3,C22H29O8N3,Directed,1276,,1,4
C15H19O4N5,C21H29O7N5,Directed,1277,,1,4
C15H14O7N2,C21H24O10N2,Directed,1278,,1,4
C16H18O4N2S1,C22H28O7N2S1,Directed,1279,,1,4
C15H18O5N4,C21H28O8N4,Directed,1280,,1,4
C16H22O4N4,C22H32O7N4,Directed,1281,,1,4
C17H26O3N4,C23H36O6N4,Directed,1282,,1,4
C16H17O7N1,C22H27O10N1,Directed,1283,,1,4
C15H17O6N3,C21H27O9N3,Directed,1284,,1,4
C14H17O5N5,C20H27O8N5,Directed,1285,,1,4
C14H16O6N4,C20H26O9N4,Directed,1286,,1,4
C16H24O4N4,C22H34O7N4,Directed,1287,,1,4
C16H19O7N1,C22H29O10N1,Directed,1288,,1,4
C15H22O5N4,C21H32O8N4,Directed,1289,,1,4
C15H17O8N1,C21H27O11N1,Directed,1290,,1,4
C17H25O6N1,C23H35O9N1,Directed,1291,,1,4
C18H29O5N1,C24H39O8N1,Directed,1292,,1,4
C18H20O3N4,C24H30O6N4,Directed,1293,,1,4
C15H24O5N4,C21H34O8N4,Directed,1294,,1,4
C14H15O9N1,C20H25O12N1,Directed,1295,,1,4
C13H18O7N4,C19H28O10N4,Directed,1296,,1,4
C14H22O6N4,C20H32O9N4,Directed,1297,,1,4
C16H17O4N5,C22H27O7N5,Directed,1298,,1,4
C17H20O4N4,C23H30O7N4,Directed,1299,,1,4
C17H15O7N1,C23H25O10N1,Directed,1300,,1,4
C13H19O8N3,C19H29O11N3,Directed,1301,,1,4
C16H14O7N2,C22H24O10N2,Directed,1302,,1,4
C16H18O5N4,C22H28O8N4,Directed,1303,,1,4
C17H22O4N4,C23H32O7N4,Directed,1304,,1,4
C16H17O6N3,C22H27O9N3,Directed,1305,,1,4
C15H17O5N5,C21H27O8N5,Directed,1306,,1,4
C16H21O4N5,C22H31O7N5,Directed,1307,,1,4
C15H12O8N2,C21H22O11N2,Directed,1308,,1,4
C16H16O7N2,C22H26O10N2,Directed,1309,,1,4
C13H20O9N2,C19H30O12N2,Directed,1310,,1,4
C16H20O5N4,C22H30O8N4,Directed,1311,,1,4
C17H24O4N4,C23H34O7N4,Directed,1312,,1,4
C16H15O8N1,C22H25O11N1,Directed,1313,,1,4
C15H14O8N2,C21H24O11N2,Directed,1314,,1,4
C15H21O5N5,C21H31O8N5,Directed,1315,,1,4
C14H16O7N4,C20H26O10N4,Directed,1316,,1,4
C15H20O6N4,C21H30O9N4,Directed,1317,,1,4
C18H29O6N1,C24H39O9N1,Directed,1318,,1,4
C14H20O7N4,C20H30O10N4,Directed,1319,,1,4
C17H19O4N5,C23H29O7N5,Directed,1320,,1,4
C18H14O8,C24H24O11,Directed,1321,,1,4
C17H18O5N4,C23H28O8N4,Directed,1322,,1,4
C19H26O3N4,C25H36O6N4,Directed,1323,,1,4
C17H21O4N5,C23H31O7N5,Directed,1324,,1,4
C17H20O5N4,C23H30O8N4,Directed,1325,,1,4
C18H24O4N4,C24H34O7N4,Directed,1326,,1,4
C17H23O4N5,C23H33O7N5,Directed,1327,,1,4
C16H14O8N2,C22H24O11N2,Directed,1328,,1,4
C16H18O6N4,C22H28O9N4,Directed,1329,,1,4
C17H22O5N4,C23H32O8N4,Directed,1330,,1,4
C18H26O4N4,C24H36O7N4,Directed,1331,,1,4
C17H17O8N1,C23H27O11N1,Directed,1332,,1,4
C15H17O6N5,C21H27O9N5,Directed,1333,,1,4
C16H16O8N2,C22H26O11N2,Directed,1334,,1,4
C16H20O6N4,C22H30O9N4,Directed,1335,,1,4
C15H18O7N4,C21H28O10N4,Directed,1336,,1,4
C15H22O7N4,C21H32O10N4,Directed,1337,,1,4
C18H23O4N5,C24H33O7N5,Directed,1338,,1,4
C18H22O5N4,C24H32O8N4,Directed,1339,,1,4
C19H26O4N4,C25H36O7N4,Directed,1340,,1,4
C16H17O6N5,C22H27O9N5,Directed,1341,,1,4
C17H21O5N5,C23H31O8N5,Directed,1342,,1,4
C18H25O4N5,C24H35O7N5,Directed,1343,,1,4
C19H28O4N4,C25H38O7N4,Directed,1344,,1,4
C16H19O6N5,C22H29O9N5,Directed,1345,,1,4
C15H17O7N5,C21H27O10N5,Directed,1346,,1,4
C16H21O6N5,C22H31O9N5,Directed,1347,,1,4
C17H25O5N5,C23H35O8N5,Directed,1348,,1,4
C16H20O7N4,C22H30O10N4,Directed,1349,,1,4
C17H24O6N4,C23H34O9N4,Directed,1350,,1,4
C18H21O5N5,C24H31O8N5,Directed,1351,,1,4
C18H22O6N4,C24H32O9N4,Directed,1352,,1,4
C19H26O5N4,C25H36O8N4,Directed,1353,,1,4
C18H25O5N5,C24H35O8N5,Directed,1354,,1,4
C17H20O7N4,C23H30O10N4,Directed,1355,,1,4
C18H24O6N4,C24H34O9N4,Directed,1356,,1,4
C17H23O6N5,C23H33O9N5,Directed,1357,,1,4
C18H21O6N5,C24H31O9N5,Directed,1358,,1,4
C19H25O5N5,C25H35O8N5,Directed,1359,,1,4
C17H19O7N5,C23H29O10N5,Directed,1360,,1,4
C19H27O5N5,C25H37O8N5,Directed,1361,,1,4
C18H22O7N4,C24H32O10N4,Directed,1362,,1,4
C19H26O6N4,C25H36O9N4,Directed,1363,,1,4
C19H29O5N5,C25H39O8N5,Directed,1364,,1,4
C29H38O10,C35H48O13,Directed,1365,,1,4
C6H8O5,C12H20O8,Directed,1366,,1,5
C7H10O5,C13H22O8,Directed,1367,,1,5
C10H17O3N1,C16H29O6N1,Directed,1368,,1,5
C8H11O5N1,C14H23O8N1,Directed,1369,,1,5
C9H15O4N1,C15H27O7N1,Directed,1370,,1,5
C10H15O4N1,C16H27O7N1,Directed,1371,,1,5
C9H14O4N2,C15H26O7N2,Directed,1372,,1,5
C11H17O4N1,C17H29O7N1,Directed,1373,,1,5
C9H12O7,C15H24O10,Directed,1374,,1,5
C8H10O6S1,C14H22O9S1,Directed,1375,,1,5
C8H14O4N2S1,C14H26O7N2S1,Directed,1376,,1,5
C13H17O3N1,C19H29O6N1,Directed,1377,,1,5
C12H12O5,C18H24O8,Directed,1378,,1,5
C12H17O4N1,C18H29O7N1,Directed,1379,,1,5
C13H21O3N1,C19H33O6N1,Directed,1380,,1,5
C11H12O6,C17H24O9,Directed,1381,,1,5
C11H15O5N1,C17H27O8N1,Directed,1382,,1,5
C12H19O4N1,C18H31O7N1,Directed,1383,,1,5
C11H19O3N3,C17H31O6N3,Directed,1384,,1,5
C13H23O3N1,C19H35O6N1,Directed,1385,,1,5
C10H13O6N1,C16H25O9N1,Directed,1386,,1,5
C9H13O5N3,C15H25O8N3,Directed,1387,,1,5
C11H17O5N1,C17H29O8N1,Directed,1388,,1,5
C12H21O4N1,C18H33O7N1,Directed,1389,,1,5
C10H12O7,C16H24O10,Directed,1390,,1,5
C9H10O8,C15H22O11,Directed,1391,,1,5
C10H14O7,C16H26O10,Directed,1392,,1,5
C13H17O4N1,C19H29O7N1,Directed,1393,,1,5
C14H21O3N1,C20H33O6N1,Directed,1394,,1,5
C10H20O5S1,C16H32O8S1,Directed,1395,,1,5
C12H15O5N1,C18H27O8N1,Directed,1396,,1,5
C13H19O4N1,C19H31O7N1,Directed,1397,,1,5
C14H23O3N1,C20H35O6N1,Directed,1398,,1,5
C11H13O6N1,C17H25O9N1,Directed,1399,,1,5
C12H17O5N1,C18H29O8N1,Directed,1400,,1,5
C13H21O4N1,C19H33O7N1,Directed,1401,,1,5
C14H25O3N1,C20H37O6N1,Directed,1402,,1,5
C11H12O7,C17H24O10,Directed,1403,,1,5
C10H11O7N1,C16H23O10N1,Directed,1404,,1,5
C11H15O6N1,C17H27O9N1,Directed,1405,,1,5
C10H15O5N3,C16H27O8N3,Directed,1406,,1,5
C12H19O5N1,C18H31O8N1,Directed,1407,,1,5
C11H14O7,C17H26O10,Directed,1408,,1,5
C12H21O5N1,C18H33O8N1,Directed,1409,,1,5
C10H12O8,C16H24O11,Directed,1410,,1,5
C9H10O7S1,C15H22O10S1,Directed,1411,,1,5
C14H17O4N1,C20H29O7N1,Directed,1412,,1,5
C15H21O3N1,C21H33O6N1,Directed,1413,,1,5
C12H11O6N1,C18H23O9N1,Directed,1414,,1,5
C14H19O4N1,C20H31O7N1,Directed,1415,,1,5
C15H23O3N1,C21H35O6N1,Directed,1416,,1,5
C12H13O6N1,C18H25O9N1,Directed,1417,,1,5
C14H21O4N1,C20H33O7N1,Directed,1418,,1,5
C11H11O7N1,C17H23O10N1,Directed,1419,,1,5
C12H15O6N1,C18H27O9N1,Directed,1420,,1,5
C13H19O5N1,C19H31O8N1,Directed,1421,,1,5
C14H23O4N1,C20H35O7N1,Directed,1422,,1,5
C15H27O3N1,C21H39O6N1,Directed,1423,,1,5
C11H13O7N1,C17H25O10N1,Directed,1424,,1,5
C10H13O6N3,C16H25O9N3,Directed,1425,,1,5
C15H13O4N1,C21H25O7N1,Directed,1426,,1,5
C11H17O5N3,C17H29O8N3,Directed,1427,,1,5
C13H21O5N1,C19H33O8N1,Directed,1428,,1,5
C14H25O4N1,C20H37O7N1,Directed,1429,,1,5
C11H12O8,C17H24O11,Directed,1430,,1,5
C14H11O5N1,C20H23O8N1,Directed,1431,,1,5
C12H19O6N1,C18H31O9N1,Directed,1432,,1,5
C11H14O8,C17H26O11,Directed,1433,,1,5
C14H14O4N2,C20H26O7N2,Directed,1434,,1,5
C12H9O5N3,C18H21O8N3,Directed,1435,,1,5
C14H17O3N3,C20H29O6N3,Directed,1436,,1,5
