Source,Target,Type,Id,Label,Weight,colour
C15H17O7N1,C21H25O10N1,Directed,1906,,1,6
C15H21O5N3,C21H29O8N3,Directed,1907,,1,6
C14H16O7N2,C20H24O10N2,Directed,1908,,1,6
C13H16O6N4,C19H24O9N4,Directed,1909,,1,6
C14H20O5N4,C20H28O8N4,Directed,1910,,1,6
C14H15O8N1,C20H23O11N1,Directed,1911,,1,6
C14H19O4N3S1,C20H27O7N3S1,Directed,1912,,1,6
C15H19O7N1,C21H27O10N1,Directed,1913,,1,6
C13H14O8N2,C19H22O11N2,Directed,1914,,1,6
C14H17O8N1,C20H25O11N1,Directed,1915,,1,6
C13H20O6N4,C19H28O9N4,Directed,1916,,1,6
C13H15O9N1,C19H23O12N1,Directed,1917,,1,6
C17H19O4N3,C23H27O7N3,Directed,1918,,1,6
C16H17O5N3,C22H25O8N3,Directed,1919,,1,6
C16H20O4N4,C22H28O7N4,Directed,1920,,1,6
C16H15O7N1,C22H23O10N1,Directed,1921,,1,6
C16H19O5N3,C22H27O8N3,Directed,1922,,1,6
C15H19O4N5,C21H27O7N5,Directed,1923,,1,6
C16H18O6N2,C22H26O9N2,Directed,1924,,1,6
C15H18O5N4,C21H26O8N4,Directed,1925,,1,6
C16H22O4N4,C22H30O7N4,Directed,1926,,1,6
C17H26O3N4,C23H34O6N4,Directed,1927,,1,6
C16H17O7N1,C22H25O10N1,Directed,1928,,1,6
C14H17O5N5,C20H25O8N5,Directed,1929,,1,6
C16H21O5N3,C22H29O8N3,Directed,1930,,1,6
C15H21O4N5,C21H29O7N5,Directed,1931,,1,6
C15H16O7N2,C21H24O10N2,Directed,1932,,1,6
C15H20O5N4,C21H28O8N4,Directed,1933,,1,6
C16H24O4N4,C22H32O7N4,Directed,1934,,1,6
C17H28O3N4,C23H36O6N4,Directed,1935,,1,6
C16H19O7N1,C22H27O10N1,Directed,1936,,1,6
C15H19O6N3,C21H27O9N3,Directed,1937,,1,6
C14H19O5N5,C20H27O8N5,Directed,1938,,1,6
C14H14O8N2,C20H22O11N2,Directed,1939,,1,6
C14H18O6N4,C20H26O9N4,Directed,1940,,1,6
C16H26O4N4,C22H34O7N4,Directed,1941,,1,6
C15H17O8N1,C21H25O11N1,Directed,1942,,1,6
C16H21O7N1,C22H29O10N1,Directed,1943,,1,6
C15H24O5N4,C21H32O8N4,Directed,1944,,1,6
C14H15O9N1,C20H23O12N1,Directed,1945,,1,6
C15H19O8N1,C21H27O11N1,Directed,1946,,1,6
C17H27O6N1,C23H35O9N1,Directed,1947,,1,6
C18H31O5N1,C24H39O8N1,Directed,1948,,1,6
C18H22O3N4,C24H30O6N4,Directed,1949,,1,6
C13H20O7N4,C19H28O10N4,Directed,1950,,1,6
C14H24O6N4,C20H32O9N4,Directed,1951,,1,6
C17H15O7N1,C23H23O10N1,Directed,1952,,1,6
C16H19O4N5,C22H27O7N5,Directed,1953,,1,6
C17H22O4N4,C23H30O7N4,Directed,1954,,1,6
C17H17O7N1,C23H25O10N1,Directed,1955,,1,6
C16H16O7N2,C22H24O10N2,Directed,1956,,1,6
C16H20O5N4,C22H28O8N4,Directed,1957,,1,6
C16H28O6S1,C22H36O9S1,Directed,1958,,1,6
C17H24O4N4,C23H32O7N4,Directed,1959,,1,6
C16H15O8N1,C22H23O11N1,Directed,1960,,1,6
C16H19O6N3,C22H27O9N3,Directed,1961,,1,6
C15H19O5N5,C21H27O8N5,Directed,1962,,1,6
C15H14O8N2,C21H22O11N2,Directed,1963,,1,6
C16H18O7N2,C22H26O10N2,Directed,1964,,1,6
C16H22O5N4,C22H30O8N4,Directed,1965,,1,6
C17H26O4N4,C23H34O7N4,Directed,1966,,1,6
C16H17O8N1,C22H25O11N1,Directed,1967,,1,6
C15H16O8N2,C21H24O11N2,Directed,1968,,1,6
C14H18O7N4,C20H26O10N4,Directed,1969,,1,6
C15H22O6N4,C21H30O9N4,Directed,1970,,1,6
C15H17O9N1,C21H25O12N1,Directed,1971,,1,6
C18H14O8,C24H22O11,Directed,1972,,1,6
C17H21O4N5,C23H29O7N5,Directed,1973,,1,6
C17H20O5N4,C23H28O8N4,Directed,1974,,1,6
C19H28O3N4,C25H36O6N4,Directed,1975,,1,6
C17H23O4N5,C23H31O7N5,Directed,1976,,1,6
C17H22O5N4,C23H30O8N4,Directed,1977,,1,6
C18H26O4N4,C24H34O7N4,Directed,1978,,1,6
C17H17O8N1,C23H25O11N1,Directed,1979,,1,6
C16H16O8N2,C22H24O11N2,Directed,1980,,1,6
C16H20O6N4,C22H28O9N4,Directed,1981,,1,6
C17H24O5N4,C23H32O8N4,Directed,1982,,1,6
C18H28O4N4,C24H36O7N4,Directed,1983,,1,6
C17H19O8N1,C23H27O11N1,Directed,1984,,1,6
C15H19O6N5,C21H27O9N5,Directed,1985,,1,6
C16H18O8N2,C22H26O11N2,Directed,1986,,1,6
C16H22O6N4,C22H30O9N4,Directed,1987,,1,6
C15H20O7N4,C21H28O10N4,Directed,1988,,1,6
C18H25O4N5,C24H33O7N5,Directed,1989,,1,6
C19H28O4N4,C25H36O7N4,Directed,1990,,1,6
C16H19O6N5,C22H27O9N5,Directed,1991,,1,6
C21H19O4N3,C27H27O7N3,Directed,1992,,1,6
C17H23O5N5,C23H31O8N5,Directed,1993,,1,6
C17H22O6N4,C23H30O9N4,Directed,1994,,1,6
C18H26O5N4,C24H34O8N4,Directed,1995,,1,6
C16H21O6N5,C22H29O9N5,Directed,1996,,1,6
C16H23O6N5,C22H31O9N5,Directed,1997,,1,6
C16H22O7N4,C22H30O10N4,Directed,1998,,1,6
C17H26O6N4,C23H34O9N4,Directed,1999,,1,6
C18H23O5N5,C24H31O8N5,Directed,2000,,1,6
C18H24O6N4,C24H32O9N4,Directed,2001,,1,6
C19H28O5N4,C25H36O8N4,Directed,2002,,1,6
C17H22O7N4,C23H30O10N4,Directed,2003,,1,6
C18H26O6N4,C24H34O9N4,Directed,2004,,1,6
C17H25O6N5,C23H33O9N5,Directed,2005,,1,6
C18H23O6N5,C24H31O9N5,Directed,2006,,1,6
C19H27O5N5,C25H35O8N5,Directed,2007,,1,6
C17H21O7N5,C23H29O10N5,Directed,2008,,1,6
C19H29O5N5,C25H37O8N5,Directed,2009,,1,6
C19H28O6N4,C25H36O9N4,Directed,2010,,1,6
C20H29O5N5,C26H37O8N5,Directed,2011,,1,6
C29H40O10,C35H48O13,Directed,2012,,1,6
C8H10O6S1,C11H16O8S1,Directed,2013,,1,7
C12H12O5,C15H18O7,Directed,2014,,1,7
C9H18O5S1,C12H24O7S1,Directed,2015,,1,7
C11H12O6,C14H18O8,Directed,2016,,1,7
C12H21O4N1,C15H27O6N1,Directed,2017,,1,7
C11H20O4N2,C14H26O6N2,Directed,2018,,1,7
C11H19O5N1,C14H25O7N1,Directed,2019,,1,7
C10H14O7,C13H20O9,Directed,2020,,1,7
C9H13O5N1S1,C12H19O7N1S1,Directed,2021,,1,7
C10H20O5S1,C13H26O7S1,Directed,2022,,1,7
C11H17O4N3,C14H23O6N3,Directed,2023,,1,7
C11H12O7,C14H18O9,Directed,2024,,1,7
C13H23O4N1,C16H29O6N1,Directed,2025,,1,7
C9H10O5N2S1,C12H16O7N2S1,Directed,2026,,1,7
C11H14O7,C14H20O9,Directed,2027,,1,7
C11H17O6N1,C14H23O8N1,Directed,2028,,1,7
C12H21O5N1,C15H27O7N1,Directed,2029,,1,7
C10H15O7N1,C13H21O9N1,Directed,2030,,1,7
C9H10O7S1,C12H16O9S1,Directed,2031,,1,7
C12H19O4N3,C15H25O6N3,Directed,2032,,1,7
C15H27O3N1,C18H33O5N1,Directed,2033,,1,7
C12H17O6N1,C15H23O8N1,Directed,2034,,1,7
C13H21O5N1,C16H27O7N1,Directed,2035,,1,7
C14H25O4N1,C17H31O6N1,Directed,2036,,1,7
C11H12O8,C14H18O10,Directed,2037,,1,7
C12H20O5N2,C15H26O7N2,Directed,2038,,1,7
C10H11O6N1S1,C13H17O8N1S1,Directed,2039,,1,7
C12H19O6N1,C15H25O8N1,Directed,2040,,1,7
C11H19O5N3,C14H25O7N3,Directed,2041,,1,7
C13H23O5N1,C16H29O7N1,Directed,2042,,1,7
C11H14O8,C14H20O10,Directed,2043,,1,7
C11H18O6N2,C14H24O8N2,Directed,2044,,1,7
C11H17O7N1,C14H23O9N1,Directed,2045,,1,7
C11H9O6N1S1,C14H15O8N1S1,Directed,2046,,1,7
C13H21O4N3,C16H27O6N3,Directed,2047,,1,7
C15H25O4N1,C18H31O6N1,Directed,2048,,1,7
C11H11O8N1,C14H17O10N1,Directed,2049,,1,7
C13H19O6N1,C16H25O8N1,Directed,2050,,1,7
C14H23O5N1,C17H29O7N1,Directed,2051,,1,7
C12H17O7N1,C15H23O9N1,Directed,2052,,1,7
C13H21O6N1,C16H27O8N1,Directed,2053,,1,7
C12H21O5N3,C15H27O7N3,Directed,2054,,1,7
C17H21O3N1,C20H27O5N1,Directed,2055,,1,7
C11H12O9,C14H18O11,Directed,2056,,1,7
C12H20O6N2,C15H26O8N2,Directed,2057,,1,7
C11H14O9,C14H20O11,Directed,2058,,1,7
C16H23O4N1,C19H29O6N1,Directed,2059,,1,7
C14H22O3N4,C17H28O5N4,Directed,2060,,1,7
C15H23O5N1,C18H29O7N1,Directed,2061,,1,7
C16H27O4N1,C19H33O6N1,Directed,2062,,1,7
C14H21O6N1,C17H27O8N1,Directed,2063,,1,7
C15H25O5N1,C18H31O7N1,Directed,2064,,1,7
C13H19O7N1,C16H25O9N1,Directed,2065,,1,7
C12H19O6N3,C15H25O8N3,Directed,2066,,1,7
C14H23O6N1,C17H29O8N1,Directed,2067,,1,7
C13H23O5N3,C16H29O7N3,Directed,2068,,1,7
C15H27O5N1,C18H33O7N1,Directed,2069,,1,7
C12H14O9,C15H20O11,Directed,2070,,1,7
C11H17O5N3S1,C14H23O7N3S1,Directed,2071,,1,7
C12H16O9,C15H22O11,Directed,2072,,1,7
C15H24O3N4,C18H30O5N4,Directed,2073,,1,7
C14H15O5N1S1,C17H21O7N1S1,Directed,2074,,1,7
C16H23O5N1,C19H29O7N1,Directed,2075,,1,7
C17H27O4N1,C20H33O6N1,Directed,2076,,1,7
C15H21O6N1,C18H27O8N1,Directed,2077,,1,7
C16H25O5N1,C19H31O7N1,Directed,2078,,1,7
C17H29O4N1,C20H35O6N1,Directed,2079,,1,7
C14H19O7N1,C17H25O9N1,Directed,2080,,1,7
C15H23O6N1,C18H29O8N1,Directed,2081,,1,7
C16H27O5N1,C19H33O7N1,Directed,2082,,1,7
C12H17O5N3S1,C15H23O7N3S1,Directed,2083,,1,7
C13H17O8N1,C16H23O10N1,Directed,2084,,1,7
C14H21O7N1,C17H27O9N1,Directed,2085,,1,7
C13H21O6N3,C16H27O8N3,Directed,2086,,1,7
C15H25O6N1,C18H31O8N1,Directed,2087,,1,7
C18H27O2N3,C21H33O4N3,Directed,2088,,1,7
C12H14O10,C15H20O12,Directed,2089,,1,7
C17H23O5N1,C20H29O7N1,Directed,2090,,1,7
C18H27O4N1,C21H33O6N1,Directed,2091,,1,7
C16H26O3N4,C19H32O5N4,Directed,2092,,1,7
C15H17O7N1,C18H23O9N1,Directed,2093,,1,7
C17H25O5N1,C20H31O7N1,Directed,2094,,1,7
C18H29O4N1,C21H35O6N1,Directed,2095,,1,7
C14H15O8N1,C17H21O10N1,Directed,2096,,1,7
C15H19O7N1,C18H25O9N1,Directed,2097,,1,7
C19H19O4N1,C22H25O6N1,Directed,2098,,1,7
C17H27O5N1,C20H33O7N1,Directed,2099,,1,7
C14H17O8N1,C17H23O10N1,Directed,2100,,1,7
C18H17O5N1,C21H23O7N1,Directed,2101,,1,7
C15H21O7N1,C18H27O9N1,Directed,2102,,1,7
C16H25O6N1,C19H31O8N1,Directed,2103,,1,7
C17H29O5N1,C20H35O7N1,Directed,2104,,1,7
C13H20O6N4,C16H26O8N4,Directed,2105,,1,7
C14H19O8N1,C17H25O10N1,Directed,2106,,1,7
C13H19O7N3,C16H25O9N3,Directed,2107,,1,7
C18H19O5N1,C21H25O7N1,Directed,2108,,1,7
C17H17O6N1,C20H23O8N1,Directed,2109,,1,7
C15H25O7N1,C18H31O9N1,Directed,2110,,1,7
C17H20O5N2,C20H26O7N2,Directed,2111,,1,7
C15H15O6N3,C18H21O8N3,Directed,2112,,1,7
C12H19O6N3S1,C15H25O8N3S1,Directed,2113,,1,7
C17H23O4N3,C20H29O6N3,Directed,2114,,1,7
C15H14O7N2,C18H20O9N2,Directed,2115,,1,7
C16H18O6N2,C19H24O8N2,Directed,2116,,1,7
C16H17O7N1,C19H23O9N1,Directed,2117,,1,7
C16H21O5N3,C19H27O7N3,Directed,2118,,1,7
C18H25O5N1,C21H31O7N1,Directed,2119,,1,7
C19H29O4N1,C22H35O6N1,Directed,2120,,1,7
C15H16O7N2,C18H22O9N2,Directed,2121,,1,7
C16H20O6N2,C19H26O8N2,Directed,2122,,1,7
C14H19O5N5,C17H25O7N5,Directed,2123,,1,7
C17H23O6N1,C20H29O8N1,Directed,2124,,1,7
C15H18O7N2,C18H24O9N2,Directed,2125,,1,7
C14H18O6N4,C17H24O8N4,Directed,2126,,1,7
C15H22O5N4,C18H28O7N4,Directed,2127,,1,7
C15H30O6S1,C18H36O8S1,Directed,2128,,1,7
C16H26O4N4,C19H32O6N4,Directed,2129,,1,7
C15H17O8N1,C18H23O10N1,Directed,2130,,1,7
C18H17O4N3,C21H23O6N3,Directed,2131,,1,7
C16H21O7N1,C19H27O9N1,Directed,2132,,1,7
C15H21O6N3,C18H27O8N3,Directed,2133,,1,7
C17H25O6N1,C20H31O8N1,Directed,2134,,1,7
C18H29O5N1,C21H35O7N1,Directed,2135,,1,7
C14H20O6N4,C17H26O8N4,Directed,2136,,1,7
C18H20O3N4,C21H26O5N4,Directed,2137,,1,7
C15H24O5N4,C18H30O7N4,Directed,2138,,1,7
C14H15O9N1,C17H21O11N1,Directed,2139,,1,7
C15H19O8N1,C18H25O10N1,Directed,2140,,1,7
C18H19O4N3,C21H25O6N3,Directed,2141,,1,7
C15H23O6N3,C18H29O8N3,Directed,2142,,1,7
C17H27O6N1,C20H33O8N1,Directed,2143,,1,7
C18H31O5N1,C21H37O7N1,Directed,2144,,1,7
C17H14O6N2,C20H20O8N2,Directed,2145,,1,7
C18H18O5N2,C21H24O7N2,Directed,2146,,1,7
C17H18O4N4,C20H24O6N4,Directed,2147,,1,7
C14H22O6N4,C17H28O8N4,Directed,2148,,1,7
C18H17O6N1,C21H23O8N1,Directed,2149,,1,7
C17H17O5N3,C20H23O7N3,Directed,2150,,1,7
C15H21O8N1,C18H27O10N1,Directed,2151,,1,7
C18H21O4N3,C21H27O6N3,Directed,2152,,1,7
C19H25O3N3,C22H31O5N3,Directed,2153,,1,7
C16H12O7N2,C19H18O9N2,Directed,2154,,1,7
C17H16O6N2,C20H22O8N2,Directed,2155,,1,7
C13H20O7N4,C16H26O9N4,Directed,2156,,1,7
C17H20O4N4,C20H26O6N4,Directed,2157,,1,7
C14H24O6N4,C17H30O8N4,Directed,2158,,1,7
C17H15O7N1,C20H21O9N1,Directed,2159,,1,7
C16H15O6N3,C19H21O8N3,Directed,2160,,1,7
C18H19O6N1,C21H25O8N1,Directed,2161,,1,7
C17H19O5N3,C20H25O7N3,Directed,2162,,1,7
C14H23O5N3S1,C17H29O7N3S1,Directed,2163,,1,7
C14H23O7N3,C17H29O9N3,Directed,2164,,1,7
C18H23O4N3,C21H29O6N3,Directed,2165,,1,7
C16H14O7N2,C19H20O9N2,Directed,2166,,1,7
C17H18O6N2,C20H24O8N2,Directed,2167,,1,7
C16H18O5N4,C19H24O7N4,Directed,2168,,1,7
C17H22O4N4,C20H28O6N4,Directed,2169,,1,7
C17H17O7N1,C20H23O9N1,Directed,2170,,1,7
C16H17O6N3,C19H23O8N3,Directed,2171,,1,7
C17H21O5N3,C20H27O7N3,Directed,2172,,1,7
C15H12O8N2,C18H18O10N2,Directed,2173,,1,7
C16H16O7N2,C19H22O9N2,Directed,2174,,1,7
C17H20O6N2,C20H26O8N2,Directed,2175,,1,7
C16H20O5N4,C19H26O7N4,Directed,2176,,1,7
C16H28O6S1,C19H34O8S1,Directed,2177,,1,7
C17H24O4N4,C20H30O6N4,Directed,2178,,1,7
C16H15O8N1,C19H21O10N1,Directed,2179,,1,7
C15H15O7N3,C18H21O9N3,Directed,2180,,1,7
C17H19O7N1,C20H25O9N1,Directed,2181,,1,7
C16H19O6N3,C19H25O8N3,Directed,2182,,1,7
C17H23O5N3,C20H29O7N3,Directed,2183,,1,7
C15H14O8N2,C18H20O10N2,Directed,2184,,1,7
C16H18O7N2,C19H24O9N2,Directed,2185,,1,7
C15H26O7S1,C18H32O9S1,Directed,2186,,1,7
C16H22O5N4,C19H28O7N4,Directed,2187,,1,7
C17H26O4N4,C20H32O6N4,Directed,2188,,1,7
C16H17O8N1,C19H23O10N1,Directed,2189,,1,7
C17H21O7N1,C20H27O9N1,Directed,2190,,1,7
C16H21O6N3,C19H27O8N3,Directed,2191,,1,7
C15H21O5N5,C18H27O7N5,Directed,2192,,1,7
C20H21O3N3,C23H27O5N3,Directed,2193,,1,7
C18H25O6N1,C21H31O8N1,Directed,2194,,1,7
C16H20O7N2,C19H26O9N2,Directed,2195,,1,7
C16H24O5N4,C19H30O7N4,Directed,2196,,1,7
C17H28O4N4,C20H34O6N4,Directed,2197,,1,7
C16H19O8N1,C19H25O10N1,Directed,2198,,1,7
C19H19O4N3,C22H25O6N3,Directed,2199,,1,7
C17H23O7N1,C20H29O9N1,Directed,2200,,1,7
C18H27O6N1,C21H33O8N1,Directed,2201,,1,7
C15H22O6N4,C18H28O8N4,Directed,2202,,1,7
C15H17O9N1,C18H23O11N1,Directed,2203,,1,7
C18H17O5N3,C21H23O7N3,Directed,2204,,1,7
C17H25O7N1,C20H31O9N1,Directed,2205,,1,7
C16H25O6N3,C19H31O8N3,Directed,2206,,1,7
C18H29O6N1,C21H35O8N1,Directed,2207,,1,7
C17H16O5N4,C20H22O7N4,Directed,2208,,1,7
C18H20O4N4,C21H26O6N4,Directed,2209,,1,7
C18H15O7N1,C21H21O9N1,Directed,2210,,1,7
C19H19O6N1,C22H25O8N1,Directed,2211,,1,7
C18H19O5N3,C21H25O7N3,Directed,2212,,1,7
C18H14O8,C21H20O10,Directed,2213,,1,7
C17H14O7N2,C20H20O9N2,Directed,2214,,1,7
C18H18O6N2,C21H24O8N2,Directed,2215,,1,7
C18H22O4N4,C21H28O6N4,Directed,2216,,1,7
C19H26O3N4,C22H32O5N4,Directed,2217,,1,7
C16H13O7N3,C19H19O9N3,Directed,2218,,1,7
C18H17O7N1,C21H23O9N1,Directed,2219,,1,7
C17H17O6N3,C20H23O8N3,Directed,2220,,1,7
C18H21O5N3,C21H27O7N3,Directed,2221,,1,7
C17H21O4N5,C20H27O6N5,Directed,2222,,1,7
C17H16O7N2,C20H22O9N2,Directed,2223,,1,7
C16H16O6N4,C19H22O8N4,Directed,2224,,1,7
C18H20O6N2,C21H26O8N2,Directed,2225,,1,7
C17H20O5N4,C20H26O7N4,Directed,2226,,1,7
C18H24O4N4,C21H30O6N4,Directed,2227,,1,7
C18H19O7N1,C21H25O9N1,Directed,2228,,1,7
C17H19O6N3,C20H25O8N3,Directed,2229,,1,7
C18H23O5N3,C21H29O7N3,Directed,2230,,1,7
C16H14O8N2,C19H20O10N2,Directed,2231,,1,7
C17H18O7N2,C20H24O9N2,Directed,2232,,1,7
C17H22O5N4,C20H28O7N4,Directed,2233,,1,7
C18H26O4N4,C21H32O6N4,Directed,2234,,1,7
C17H17O8N1,C20H23O10N1,Directed,2235,,1,7
C17H21O6N3,C20H27O8N3,Directed,2236,,1,7
C16H21O5N5,C19H27O7N5,Directed,2237,,1,7
C16H16O8N2,C19H22O10N2,Directed,2238,,1,7
C17H20O7N2,C20H26O9N2,Directed,2239,,1,7
C16H20O6N4,C19H26O8N4,Directed,2240,,1,7
C17H24O5N4,C20H30O7N4,Directed,2241,,1,7
C18H28O4N4,C21H34O6N4,Directed,2242,,1,7
C15H15O8N3,C18H21O10N3,Directed,2243,,1,7
C18H23O7N1,C21H29O9N1,Directed,2244,,1,7
C16H23O5N5,C19H29O7N5,Directed,2245,,1,7
C17H26O5N4,C20H32O7N4,Directed,2246,,1,7
C17H21O8N1,C20H27O10N1,Directed,2247,,1,7
C20H21O4N3,C23H27O6N3,Directed,2248,,1,7
C15H20O7N4,C18H26O9N4,Directed,2249,,1,7
C16H24O6N4,C19H30O8N4,Directed,2250,,1,7
C19H19O5N3,C22H25O7N3,Directed,2251,,1,7
C20H23O4N3,C23H29O6N3,Directed,2252,,1,7
C18H18O5N4,C21H24O7N4,Directed,2253,,1,7
C19H21O5N3,C22H27O7N3,Directed,2254,,1,7
C19H20O6N2,C22H26O8N2,Directed,2255,,1,7
C19H24O4N4,C22H30O6N4,Directed,2256,,1,7
C19H19O7N1,C22H25O9N1,Directed,2257,,1,7
C18H19O6N3,C21H25O8N3,Directed,2258,,1,7
C18H23O4N5,C21H29O6N5,Directed,2259,,1,7
C18H18O7N2,C21H24O9N2,Directed,2260,,1,7
C17H18O6N4,C20H24O8N4,Directed,2261,,1,7
C19H22O6N2,C22H28O8N2,Directed,2262,,1,7
C18H22O5N4,C21H28O7N4,Directed,2263,,1,7
C19H26O4N4,C22H32O6N4,Directed,2264,,1,7
C19H21O7N1,C22H27O9N1,Directed,2265,,1,7
C18H21O6N3,C21H27O8N3,Directed,2266,,1,7
C17H21O5N5,C20H27O7N5,Directed,2267,,1,7
C20H25O6N1,C23H31O8N1,Directed,2268,,1,7
C19H25O5N3,C22H31O7N3,Directed,2269,,1,7
C17H16O8N2,C20H22O10N2,Directed,2270,,1,7
C18H19O8N1,C21H25O10N1,Directed,2271,,1,7
C16H19O6N5,C19H25O8N5,Directed,2272,,1,7
C17H23O5N5,C20H29O7N5,Directed,2273,,1,7
C17H18O8N2,C20H24O10N2,Directed,2274,,1,7
C16H18O7N4,C19H24O9N4,Directed,2275,,1,7
C17H22O6N4,C20H28O8N4,Directed,2276,,1,7
C18H21O8N1,C21H27O10N1,Directed,2277,,1,7
C17H25O5N5,C20H31O7N5,Directed,2278,,1,7
C16H16O9N2,C19H22O11N2,Directed,2279,,1,7
C17H24O6N4,C20H30O8N4,Directed,2280,,1,7
C18H28O5N4,C21H34O7N4,Directed,2281,,1,7
C16H23O6N5,C19H29O8N5,Directed,2282,,1,7
C16H22O7N4,C19H28O9N4,Directed,2283,,1,7
C17H26O6N4,C20H32O8N4,Directed,2284,,1,7
C20H21O5N3,C23H27O7N3,Directed,2285,,1,7
C15H20O8N4,C18H26O10N4,Directed,2286,,1,7
C17H28O6N4,C20H34O8N4,Directed,2287,,1,7
C19H19O6N3,C22H25O8N3,Directed,2288,,1,7
C19H22O5N4,C22H28O7N4,Directed,2289,,1,7
C19H21O6N3,C22H27O8N3,Directed,2290,,1,7
C18H21O5N5,C21H27O7N5,Directed,2291,,1,7
C19H20O7N2,C22H26O9N2,Directed,2292,,1,7
C18H20O6N4,C21H26O8N4,Directed,2293,,1,7
C19H24O5N4,C22H30O7N4,Directed,2294,,1,7
C20H28O4N4,C23H34O6N4,Directed,2295,,1,7
C17H19O6N5,C20H25O8N5,Directed,2296,,1,7
C19H23O6N3,C22H29O8N3,Directed,2297,,1,7
C18H23O5N5,C21H29O7N5,Directed,2298,,1,7
C18H18O8N2,C21H24O10N2,Directed,2299,,1,7
C18H22O6N4,C21H28O8N4,Directed,2300,,1,7
C19H26O5N4,C22H32O7N4,Directed,2301,,1,7
C20H30O4N4,C23H36O6N4,Directed,2302,,1,7
C17H21O6N5,C20H27O8N5,Directed,2303,,1,7
C17H16O9N2,C20H22O11N2,Directed,2304,,1,7
C17H20O7N4,C20H26O9N4,Directed,2305,,1,7
C19H28O5N4,C22H34O7N4,Directed,2306,,1,7
C18H26O6N4,C21H32O8N4,Directed,2307,,1,7
C17H25O6N5,C20H31O8N5,Directed,2308,,1,7
C21H24O4N4,C24H30O6N4,Directed,2309,,1,7
C18H28O6N4,C21H34O8N4,Directed,2310,,1,7
C16H22O8N4,C19H28O10N4,Directed,2311,,1,7
C18H30O6N4,C21H36O8N4,Directed,2312,,1,7
C20H24O5N4,C23H30O7N4,Directed,2313,,1,7
C20H19O8N1,C23H25O10N1,Directed,2314,,1,7
C16H23O9N3,C19H29O11N3,Directed,2315,,1,7
C20H27O4N5,C23H33O6N5,Directed,2316,,1,7
C19H18O8N2,C22H24O10N2,Directed,2317,,1,7
C19H22O6N4,C22H28O8N4,Directed,2318,,1,7
C20H26O5N4,C23H32O7N4,Directed,2319,,1,7
C19H21O7N3,C22H27O9N3,Directed,2320,,1,7
C18H21O6N5,C21H27O8N5,Directed,2321,,1,7
C19H25O5N5,C22H31O7N5,Directed,2322,,1,7
C19H20O8N2,C22H26O10N2,Directed,2323,,1,7
C19H24O6N4,C22H30O8N4,Directed,2324,,1,7
C20H28O5N4,C23H34O7N4,Directed,2325,,1,7
C19H27O5N5,C22H33O7N5,Directed,2326,,1,7
C18H18O9N2,C21H24O11N2,Directed,2327,,1,7
C17H21O7N5,C20H27O9N5,Directed,2328,,1,7
C18H25O6N5,C21H31O8N5,Directed,2329,,1,7
C20H23O5N5,C23H29O7N5,Directed,2330,,1,7
C19H36O12,C22H42O14,Directed,2331,,1,7
C10H17O3N1,C14H25O7N1,Directed,2332,,1,8
C10H15O4N1,C14H23O8N1,Directed,2333,,1,8
C11H17O4N1,C15H25O8N1,Directed,2334,,1,8
C12H12O5,C16H20O9,Directed,2335,,1,8
C12H19O2N3,C16H27O6N3,Directed,2336,,1,8
C10H9O6N1,C14H17O10N1,Directed,2337,,1,8
C12H17O4N1,C16H25O8N1,Directed,2338,,1,8
C13H21O3N1,C17H29O7N1,Directed,2339,,1,8
C11H12O6,C15H20O10,Directed,2340,,1,8
C11H15O5N1,C15H23O9N1,Directed,2341,,1,8
C12H19O4N1,C16H27O8N1,Directed,2342,,1,8
C11H19O3N3,C15H27O7N3,Directed,2343,,1,8
C11H18O4N2,C15H26O8N2,Directed,2344,,1,8
C12H21O4N1,C16H29O8N1,Directed,2345,,1,8
C10H12O7,C14H20O11,Directed,2346,,1,8
C10H17O6N1,C14H25O10N1,Directed,2347,,1,8
C15H21O2N1,C19H29O6N1,Directed,2348,,1,8
C11H7O6N1,C15H15O10N1,Directed,2349,,1,8
C14H21O3N1,C18H29O7N1,Directed,2350,,1,8
C13H19O4N1,C17H27O8N1,Directed,2351,,1,8
C14H23O3N1,C18H31O7N1,Directed,2352,,1,8
C12H17O5N1,C16H25O9N1,Directed,2353,,1,8
C11H17O4N3,C15H25O8N3,Directed,2354,,1,8
C13H21O4N1,C17H29O8N1,Directed,2355,,1,8
C12H21O3N3,C16H29O7N3,Directed,2356,,1,8
C14H25O3N1,C18H33O7N1,Directed,2357,,1,8
C11H12O7,C15H20O11,Directed,2358,,1,8
C11H14O7,C15H22O11,Directed,2359,,1,8
C10H15O7N1,C14H23O11N1,Directed,2360,,1,8
C15H21O3N1,C19H29O7N1,Directed,2361,,1,8
C14H19O4N1,C18H27O8N1,Directed,2362,,1,8
C15H23O3N1,C19H31O7N1,Directed,2363,,1,8
C13H17O5N1,C17H25O9N1,Directed,2364,,1,8
C14H21O4N1,C18H29O8N1,Directed,2365,,1,8
C15H25O3N1,C19H33O7N1,Directed,2366,,1,8
C12H15O6N1,C16H23O10N1,Directed,2367,,1,8
C13H19O5N1,C17H27O9N1,Directed,2368,,1,8
C12H19O4N3,C16H27O8N3,Directed,2369,,1,8
C14H23O4N1,C18H31O8N1,Directed,2370,,1,8
C14H25O4N1,C18H33O8N1,Directed,2371,,1,8
C11H12O8,C15H20O12,Directed,2372,,1,8
